2V Data,,,,4V Data,,,,6V Data,,,,7.2V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 7.2V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m)
90.638,1.69,2,0.034,90.612,3.26,4.001,0.061,90.672,4.29,6.001,0.088,90.748,2.71,7.201,0.639,90.529,5.36,8.001,0.106,90.823,6.04,10.001,0.121,90.756,7.36,12,0.121
90.987,1.69,2,0.034,90.961,3.26,4.001,0.061,91.021,4.29,6.001,0.088,91.122,2.7,7.201,0.64,90.878,5.37,8.001,0.106,91.172,6.03,10.001,0.121,91.105,7.36,12,0.121
91.337,1.68,2,0.034,91.31,3.26,4.001,0.061,91.372,4.28,6.001,0.088,91.472,2.63,7.201,0.639,91.227,5.36,8.002,0.106,91.521,6.02,10.001,0.121,91.455,7.36,12,0.121
91.686,1.69,2,0.034,91.66,3.26,4.001,0.061,91.719,4.28,6.001,0.088,91.82,2.67,7.201,0.64,91.576,5.36,8.002,0.106,91.896,6.02,10.001,0.12,91.804,7.36,12,0.121
92.035,1.69,2,0.034,92.008,3.26,4.001,0.061,92.07,4.28,6.001,0.088,92.17,2.69,7.201,0.639,91.926,5.36,8.002,0.106,92.245,6.01,10.001,0.12,92.153,7.36,12,0.121
92.412,1.69,2,0.034,92.384,3.26,4.001,0.061,92.418,4.28,6.001,0.087,92.518,2.69,7.201,0.639,92.274,5.35,8.001,0.106,92.595,6.01,10.001,0.12,92.514,7.35,12,0.121
92.76,1.69,2,0.034,92.733,3.26,4.001,0.061,92.794,4.28,6.001,0.088,92.895,2.69,7.201,0.638,92.634,5.36,8.001,0.106,92.944,6.02,10.001,0.12,92.869,7.35,12,0.121
93.11,1.69,2,0.034,93.083,3.26,4.001,0.061,93.145,4.27,6.001,0.088,93.243,2.69,7.201,0.639,92.99,5.35,8.001,0.106,93.293,6.01,10.001,0.12,93.228,7.34,12,0.121
93.458,1.69,2,0.034,93.433,3.26,4.001,0.061,93.493,4.28,6.001,0.087,93.593,2.69,7.201,0.638,93.347,5.35,8.001,0.106,93.669,6.01,10.001,0.12,93.577,7.34,12,0.121
93.809,1.69,2,0.034,93.782,3.26,4.001,0.061,93.842,4.28,6.001,0.087,93.941,2.69,7.201,0.638,93.699,5.35,8.001,0.106,94.045,6.01,10.001,0.12,93.925,7.33,12,0.121
94.156,1.69,2,0.034,94.16,3.26,4.001,0.061,94.191,4.28,6.001,0.087,94.318,2.7,7.201,0.637,94.048,5.35,8.001,0.105,94.393,6,10.001,0.12,94.276,7.33,12,0.121
94.532,1.68,2,0.034,94.508,3.26,4.001,0.061,94.54,4.27,6.001,0.087,94.668,2.69,7.201,0.637,94.397,5.34,8.001,0.106,94.744,6,10.001,0.12,94.652,7.33,12,0.121
94.881,1.68,2,0.034,94.857,3.26,4.001,0.06,94.915,4.27,6.001,0.088,95.017,2.69,7.201,0.638,94.774,5.34,8.002,0.105,95.12,6,10.001,0.12,95.001,7.32,12,0.12
95.231,1.69,2,0.034,95.206,3.24,4.001,0.06,95.264,4.26,6.001,0.087,95.366,2.69,7.201,0.637,95.123,5.34,8.001,0.105,95.469,6,10.001,0.12,95.35,7.31,12,0.121
95.581,1.68,2,0.034,95.557,3.25,4.001,0.061,95.614,4.27,6.001,0.087,95.714,2.69,7.201,0.637,95.471,5.33,8.001,0.105,95.818,5.99,10.001,0.12,95.699,7.31,12,0.121
95.932,1.68,2,0.034,95.904,3.25,4.001,0.061,95.963,4.26,6.001,0.087,96.064,2.69,7.201,0.637,95.82,5.33,8.001,0.105,96.167,5.98,10.001,0.12,96.048,7.3,12,0.12
96.308,1.68,2,0.034,96.282,3.24,4.001,0.061,96.312,4.26,6.001,0.087,96.44,2.67,7.201,0.636,96.17,5.32,8.001,0.105,96.516,5.98,10.001,0.12,96.398,7.3,12,0.12
96.655,1.68,2,0.034,96.63,3.25,4.001,0.061,96.688,4.26,6.001,0.087,96.788,2.67,7.201,0.636,96.545,5.32,8.001,0.105,96.891,5.98,10.001,0.12,96.775,7.29,12,0.12
97.005,1.68,2,0.034,96.979,3.25,4.001,0.061,97.038,4.26,6.001,0.087,97.138,2.67,7.201,0.636,96.895,5.32,8.001,0.105,97.242,5.98,10.001,0.12,97.123,7.29,12,0.12
97.353,1.68,2,0.034,97.328,3.25,4.001,0.061,97.386,4.25,6.001,0.087,97.485,2.67,7.201,0.636,97.243,5.32,8.001,0.105,97.589,5.98,10.001,0.119,97.472,7.29,12,0.12
97.703,1.68,2,0.034,97.676,3.25,4.001,0.061,97.735,4.26,6.001,0.087,97.838,2.67,7.201,0.636,97.593,5.31,8.001,0.105,97.94,5.97,10.001,0.119,97.821,7.28,12,0.12
98.051,1.68,2,0.034,98.054,3.25,4.001,0.061,98.085,4.25,6.001,0.087,98.185,2.67,7.201,0.636,97.942,5.31,8.001,0.105,98.289,5.97,10.001,0.119,98.197,7.27,12,0.12
98.427,1.68,2,0.034,98.401,3.24,4.001,0.061,98.445,4.25,6.001,0.087,98.562,2.67,7.201,0.635,98.318,5.31,8.001,0.105,98.663,5.97,10.001,0.119,98.545,7.27,12,0.119
98.776,1.68,2,0.034,98.751,3.24,4.001,0.061,98.799,4.25,6.001,0.087,98.911,2.67,7.201,0.635,98.666,5.31,8.001,0.105,99.013,5.96,10.001,0.119,98.896,7.26,12,0.119
99.126,1.68,2,0.034,99.099,3.24,4.001,0.061,99.159,4.25,6.001,0.087,99.261,2.67,7.201,0.636,99.016,5.31,8.001,0.105,99.362,5.96,10.001,0.119,99.244,7.26,12,0.12
99.475,1.68,2,0.034,99.451,3.25,4.001,0.06,99.508,4.25,6.001,0.087,99.608,2.65,7.201,0.634,99.364,5.3,8.001,0.104,99.712,5.95,10.001,0.119,99.595,7.26,12,0.12
99.851,1.68,2,0.034,99.798,3.24,4.001,0.061,99.857,4.23,6.001,0.087,99.959,2.67,7.201,0.634,99.713,5.3,8.001,0.104,100.087,5.95,10.001,0.119,99.944,7.26,12,0.119
100.199,1.68,2,0.034,100.173,3.24,4.001,0.061,100.233,4.23,6.001,0.087,100.334,2.67,7.201,0.634,100.09,5.3,8.001,0.104,100.454,5.95,10.001,0.119,100.32,7.25,12,0.119
100.55,1.68,2,0.034,100.524,3.24,4.001,0.061,100.583,4.23,6.001,0.087,100.682,2.66,7.201,0.635,100.438,5.3,8.001,0.104,100.812,5.94,10.001,0.119,100.668,7.24,12,0.119
100.898,1.68,2,0.034,100.872,3.24,4.001,0.06,100.933,4.24,6.001,0.087,101.033,2.67,7.201,0.634,100.787,5.29,8.001,0.104,101.189,5.94,10.001,0.118,101.018,7.25,12,0.119
101.248,1.68,2,0.034,101.221,3.24,4.001,0.061,101.281,4.23,6.001,0.087,101.38,2.67,7.201,0.634,101.138,5.29,8.001,0.104,101.539,5.94,10.001,0.119,101.367,7.23,12,0.119
101.597,1.68,2,0.034,101.597,3.24,4.001,0.061,101.63,4.23,6.001,0.087,101.757,2.67,7.201,0.634,101.486,5.29,8.001,0.104,101.887,5.94,10.001,0.119,101.716,7.23,12,0.119
101.974,1.68,2,0.034,101.947,3.23,4.001,0.061,101.979,4.23,6.001,0.087,102.106,2.67,7.201,0.633,101.862,5.29,8.001,0.104,102.238,5.93,10.001,0.118,102.066,7.23,12,0.119
102.321,1.68,2,0.033,102.295,3.24,4.001,0.06,102.33,4.23,6.001,0.087,102.455,2.67,7.201,0.634,102.211,5.28,8.001,0.104,102.586,5.93,10.001,0.118,102.425,7.22,12,0.118
102.672,1.68,2,0.034,102.645,3.23,4.001,0.061,102.705,4.23,6.001,0.087,102.805,2.67,7.201,0.633,102.562,5.28,8.001,0.104,102.936,5.92,10.001,0.118,102.78,7.22,12,0.118
103.02,1.68,2,0.033,102.993,3.24,4.001,0.06,103.055,4.22,6.001,0.087,103.153,2.67,7.201,0.633,102.91,5.28,8.001,0.104,103.311,5.92,10.001,0.118,103.141,7.21,12,0.118
103.37,1.68,2,0.034,103.342,3.23,4.001,0.061,103.404,4.22,6.001,0.087,103.503,2.67,7.201,0.633,103.26,5.28,8.001,0.104,103.66,5.92,10.001,0.118,103.49,7.21,12,0.118
103.718,1.68,2,0.034,103.719,3.23,4.001,0.061,103.753,4.22,6.001,0.087,103.877,2.67,7.201,0.632,103.609,5.28,8.001,0.104,104.01,5.91,10.001,0.118,103.84,7.2,12,0.118
104.096,1.68,2,0.034,104.068,3.23,4.001,0.061,104.101,4.22,6.001,0.086,104.228,2.67,7.201,0.632,103.986,5.28,8.001,0.104,104.358,5.91,10.001,0.118,104.215,7.2,12,0.119
104.445,1.68,2,0.034,104.418,3.23,4.001,0.06,104.477,4.22,6.001,0.086,104.576,2.67,7.201,0.632,104.334,5.27,8.001,0.104,104.734,5.91,10.001,0.118,104.565,7.2,12,0.118
104.794,1.68,2,0.034,104.766,3.23,4.001,0.06,104.827,4.22,6.001,0.086,104.926,2.67,7.201,0.632,104.684,5.27,8.001,0.104,105.082,5.91,10.001,0.118,104.913,7.19,12,0.118
105.143,1.68,2,0.034,105.117,3.23,4.001,0.06,105.175,4.22,6.001,0.086,105.275,2.67,7.201,0.632,105.033,5.27,8.001,0.104,105.431,5.9,10.001,0.118,105.262,7.19,12,0.118
105.491,1.68,2,0.034,105.492,3.22,4.001,0.061,105.525,4.22,6.001,0.087,105.626,2.67,7.201,0.632,105.382,5.27,8.001,0.104,105.781,5.9,10.001,0.118,105.611,7.19,12,0.118
105.867,1.68,2,0.034,105.842,3.22,4.001,0.061,105.874,4.21,6.001,0.086,106.001,2.67,7.201,0.631,105.758,5.27,8.002,0.104,106.131,5.9,10.001,0.118,105.96,7.18,12,0.118
106.216,1.68,2,0.034,106.191,3.22,4.001,0.06,106.249,4.22,6.001,0.086,106.349,2.64,7.201,0.631,106.107,5.27,8.001,0.104,106.479,5.9,10.001,0.118,106.337,7.18,12,0.118
106.567,1.68,2,0.034,106.539,3.22,4.001,0.06,106.6,4.21,6.001,0.086,106.699,2.64,7.201,0.632,106.457,5.26,8.001,0.104,106.855,5.89,10.001,0.117,106.684,7.18,12,0.118
106.915,1.68,2,0.034,106.888,3.22,4.001,0.061,106.949,4.21,6.001,0.086,107.049,2.63,7.201,0.63,106.805,5.26,8.001,0.104,107.205,5.89,10.001,0.118,107.036,7.17,12,0.118
107.264,1.68,2,0.033,107.263,3.22,4.001,0.06,107.298,4.21,6.001,0.086,107.399,2.64,7.201,0.631,107.154,5.26,8.002,0.104,107.553,5.88,10.001,0.117,107.383,7.16,12,0.118
107.639,1.68,2,0.034,107.614,3.22,4.001,0.06,107.648,4.21,6.001,0.086,107.774,2.65,7.201,0.631,107.502,5.26,8.002,0.104,107.903,5.88,10.001,0.117,107.733,7.16,12,0.117
107.989,1.68,2,0.034,107.961,3.22,4.001,0.06,108.007,4.21,6.001,0.086,108.123,2.65,7.201,0.631,107.879,5.26,8.001,0.103,108.251,5.88,10.001,0.117,108.109,7.16,12,0.118
108.336,1.68,2,0.034,108.311,3.22,4.001,0.061,108.39,4.21,6.001,0.086,108.473,2.65,7.201,0.63,108.228,5.24,8.001,0.103,108.611,5.88,10.001,0.117,108.458,7.15,12,0.117
108.687,1.68,2,0.034,108.66,3.22,4.001,0.06,108.748,4.21,6.001,0.086,108.822,2.65,7.201,0.63,108.578,5.25,8.001,0.103,108.994,5.88,10.001,0.117,108.807,7.15,12,0.117
109.035,1.68,2,0.034,109.035,3.22,4.001,0.06,109.098,4.2,6.001,0.086,109.17,2.66,7.201,0.63,108.926,5.25,8.001,0.103,109.354,5.87,10.001,0.117,109.156,7.14,12,0.117
109.412,1.68,2,0.034,109.384,3.22,4.001,0.06,109.476,4.2,6.001,0.086,109.546,2.66,7.201,0.629,109.302,5.24,8.001,0.104,109.728,5.87,10.001,0.117,109.505,7.14,12,0.117
109.761,1.67,2,0.034,109.735,3.22,4.001,0.06,109.825,4.2,6.001,0.086,109.895,2.65,7.201,0.63,109.651,5.24,8.001,0.103,110.078,5.87,10.001,0.117,109.88,7.14,12,0.117
110.11,1.68,2,0.034,110.083,3.22,4.001,0.06,110.174,4.19,6.001,0.086,110.243,2.66,7.201,0.629,110,5.23,8.001,0.103,110.427,5.86,10.001,0.117,110.23,7.13,12,0.117
110.46,1.68,2,0.034,110.433,3.22,4.001,0.06,110.522,4.2,6.001,0.086,110.595,2.65,7.201,0.63,110.349,5.24,8.001,0.103,110.777,5.86,10.001,0.117,110.579,7.12,12,0.117
110.808,1.68,2,0.033,110.81,3.21,4.001,0.06,110.871,4.2,6.001,0.086,110.941,2.66,7.201,0.629,110.698,5.24,8.001,0.103,111.125,5.86,10.001,0.117,110.929,7.12,12,0.117
111.158,1.68,2,0.034,111.158,3.21,4.001,0.06,111.246,4.19,6.001,0.086,111.318,2.66,7.201,0.63,111.047,5.24,8.001,0.103,111.5,5.86,10.001,0.117,111.278,7.12,12,0.116
111.534,1.68,2,0.034,111.507,3.22,4.001,0.06,111.597,4.19,6.001,0.086,111.667,2.65,7.201,0.629,111.425,5.23,8.001,0.103,111.849,5.86,10.001,0.117,111.626,7.11,12,0.117
111.882,1.68,2,0.034,111.857,3.21,4.001,0.06,111.946,4.19,6.001,0.085,112.017,2.6,7.201,0.629,111.773,5.23,8.001,0.103,112.199,5.85,10.001,0.117,112.004,7.11,12,0.116
112.232,1.68,2,0.034,112.205,3.21,4.001,0.06,112.295,4.19,6.001,0.086,112.366,2.61,7.201,0.628,112.122,5.22,8.002,0.103,112.548,5.85,10.001,0.117,112.352,7.13,12,0.117
112.581,1.68,2,0.034,112.583,3.21,4.001,0.06,112.644,4.19,6.001,0.086,112.714,2.62,7.201,0.629,112.472,5.22,8.001,0.103,112.907,5.85,10.001,0.116,112.703,7.14,12,0.117
112.931,1.68,2,0.034,112.93,3.21,4.001,0.06,113.019,4.19,6.001,0.086,113.091,2.61,7.201,0.629,112.822,5.23,8.001,0.103,113.289,5.85,10.001,0.116,113.05,7.15,12,0.116
113.307,1.68,2,0.034,113.281,3.21,4.001,0.06,113.369,4.19,6.001,0.086,113.44,2.62,7.201,0.628,113.169,5.23,8.001,0.103,113.65,5.84,10.001,0.116,113.4,7.15,12,0.116
113.657,1.67,2,0.034,113.629,3.21,4.001,0.06,113.718,4.18,6.001,0.086,113.788,2.63,7.201,0.628,113.546,5.22,8.001,0.103,114.008,5.84,10.001,0.116,113.748,7.15,12,0.117
114.005,1.68,2,0.033,113.98,3.21,4.001,0.06,114.067,4.18,6.001,0.086,114.138,2.63,7.201,0.628,113.895,5.22,8.001,0.103,114.392,5.84,10.001,0.116,114.126,7.15,12,0.116
114.356,1.67,2,0.034,114.327,3.2,4.001,0.06,114.415,4.18,6.001,0.086,114.487,2.63,7.201,0.627,114.245,5.21,8.001,0.102,114.751,5.84,10.001,0.117,114.475,7.15,12,0.116
114.704,1.68,2,0.033,114.705,3.2,4.001,0.06,114.79,4.18,6.001,0.085,114.864,2.63,7.201,0.627,114.593,5.21,8.001,0.103,115.125,5.83,10.001,0.116,114.824,7.15,12,0.116
115.053,1.67,2,0.034,115.054,3.2,4.001,0.06,115.142,4.18,6.001,0.085,115.212,2.6,7.201,0.627,114.943,5.21,8.001,0.103,115.475,5.83,10.001,0.116,115.173,7.15,12,0.116
115.413,1.67,2,0.034,115.403,3.2,4.001,0.06,115.49,4.17,6.001,0.085,115.561,2.61,7.201,0.627,115.319,5.2,8.001,0.102,115.823,5.83,10.001,0.116,115.522,7.14,12,0.116
115.767,1.68,2,0.033,115.751,3.2,4.001,0.06,115.839,4.17,6.001,0.085,115.911,2.61,7.201,0.627,115.667,5.2,8.001,0.103,116.173,5.83,10.001,0.116,115.897,7.13,12,0.116
116.127,1.68,2,0.034,116.1,3.2,4.001,0.06,116.188,4.17,6.001,0.085,116.259,2.61,7.201,0.626,116.017,5.2,8.001,0.102,116.521,5.82,10.001,0.116,116.245,7.13,12,0.116
116.476,1.68,2,0.034,116.477,3.2,4.001,0.06,116.538,4.17,6.001,0.085,116.607,2.61,7.201,0.627,116.365,5.2,8.001,0.103,116.898,5.82,10.001,0.116,116.597,7.12,12,0.116
116.851,1.67,2,0.034,116.824,3.2,4.001,0.06,116.887,4.17,6.001,0.085,116.986,2.58,7.201,0.626,116.715,5.2,8.001,0.103,117.248,5.82,10.001,0.116,116.946,7.12,12,0.116
117.201,1.68,2,0.034,117.175,3.2,4.001,0.06,117.265,4.16,6.001,0.085,117.335,2.6,7.201,0.626,117.09,5.2,8.001,0.102,117.596,5.82,10.001,0.116,117.322,7.11,12,0.116
117.549,1.68,2,0.034,117.523,3.2,4.001,0.06,117.613,4.16,6.001,0.085,117.683,2.6,7.201,0.626,117.439,5.2,8.001,0.102,117.946,5.81,10.001,0.116,117.67,7.11,12,0.116
117.9,1.68,2,0.034,117.874,3.2,4.001,0.06,117.962,4.16,6.001,0.085,118.032,2.6,7.201,0.626,117.788,5.18,8.001,0.102,118.294,5.81,10.001,0.116,118.02,7.1,12,0.116
118.248,1.67,2,0.033,118.249,3.19,4.001,0.06,118.312,4.16,6.001,0.085,118.382,2.6,7.201,0.626,118.138,5.19,8.001,0.102,118.643,5.81,10.001,0.115,118.369,7.1,12,0.115
118.624,1.68,2,0.033,118.598,3.19,4.001,0.06,118.661,4.16,6.001,0.085,118.758,2.6,7.201,0.625,118.486,5.19,8.001,0.102,119.003,5.81,10.001,0.116,118.718,7.09,12,0.116
118.973,1.67,2,0.033,118.946,3.19,4.001,0.06,119.036,4.16,6.001,0.085,119.106,2.6,7.201,0.625,118.862,5.19,8.001,0.102,119.358,5.8,10.001,0.116,119.068,7.09,12,0.115
119.323,1.68,2,0.034,119.295,3.19,4.001,0.06,119.386,4.16,6.001,0.085,119.455,2.6,7.201,0.625,119.211,5.19,8.001,0.102,119.72,5.8,10.001,0.116,119.442,7.08,12,0.115
119.671,1.67,2,0.034,119.644,3.19,4.001,0.06,119.736,4.15,6.001,0.085,119.805,2.6,7.201,0.625,119.561,5.18,8.001,0.102,120.067,5.8,10.001,0.115,119.793,7.08,12,0.115
120.02,1.68,2,0.034,120.021,3.19,4.001,0.06,120.085,4.15,6.001,0.085,120.155,2.6,7.201,0.625,119.911,5.18,8.001,0.102,120.418,5.8,10.001,0.115,120.141,7.08,12,0.115
120.37,1.68,2,0.033,120.37,3.19,4.001,0.059,120.434,4.15,6.001,0.085,120.53,2.6,7.201,0.625,120.26,5.18,8.001,0.102,120.793,5.79,10.001,0.115,120.491,7.07,12,0.115
120.729,1.68,2,0.034,120.718,3.19,4.001,0.06,120.809,4.15,6.001,0.085,120.878,2.6,7.201,0.624,120.609,5.18,8.001,0.102,121.143,5.79,10.001,0.115,120.84,7.07,12,0.115
121.086,1.67,2,0.034,121.067,3.19,4.001,0.06,121.158,4.14,6.001,0.085,121.227,2.57,7.201,0.624,120.986,5.18,8.001,0.102,121.492,5.79,10.001,0.115,121.189,7.06,12,0.115
121.443,1.67,2,0.033,121.416,3.19,4.001,0.06,121.506,4.14,6.001,0.085,121.577,2.57,7.201,0.624,121.334,5.18,8.001,0.102,121.842,5.79,10.001,0.115,121.567,7.05,12,0.115
121.794,1.67,2,0.034,121.765,3.19,4.001,0.06,121.856,4.14,6.001,0.084,121.926,2.58,7.201,0.624,121.684,5.17,8.001,0.102,122.194,5.78,10.001,0.115,121.915,7.05,12,0.115
122.141,1.67,2,0.033,122.144,3.19,4.001,0.06,122.206,4.15,6.001,0.084,122.33,2.58,7.201,0.624,122.032,5.17,8.001,0.102,122.566,5.78,10.001,0.115,122.271,7.06,12,0.115
122.498,1.67,2,0.034,122.498,3.19,4.001,0.06,122.586,4.15,6.001,0.084,122.706,2.57,7.201,0.624,122.389,5.17,8.001,0.102,122.915,5.78,10.001,0.115,122.651,7.05,12,0.115
122.868,1.67,2,0.034,122.894,3.19,4,0.059,122.947,4.15,6.001,0.084,123.08,2.57,7.201,0.624,122.758,5.17,8.001,0.102,123.264,5.77,10.001,0.115,123.005,7.05,12,0.115
123.217,1.67,2,0.034,123.243,3.18,4.001,0.06,123.305,4.16,6.001,0.084,123.429,2.57,7.201,0.623,123.106,5.16,8.001,0.102,123.613,5.77,10.001,0.115,123.364,7.05,12,0.115
123.565,1.67,2,0.033,123.592,3.18,4.001,0.06,123.664,4.16,6.001,0.084,123.778,2.58,7.201,0.624,123.455,5.16,8.001,0.102,123.96,5.77,10.001,0.114,123.714,7.05,12,0.114
123.914,1.67,2,0.034,123.94,3.18,4.001,0.06,124.021,4.16,6.001,0.084,124.128,2.58,7.201,0.623,123.805,5.16,8.001,0.102,124.336,5.77,10.001,0.115,124.063,7.05,12,0.114
124.264,1.68,2,0.034,124.289,3.18,4.001,0.059,124.37,4.16,6.001,0.084,124.503,2.58,7.201,0.623,124.154,5.16,8.001,0.101,124.686,5.77,10.001,0.115,124.422,7.04,12,0.114
124.639,1.67,2,0.034,124.666,3.18,4.001,0.059,124.731,4.16,6.001,0.084,124.853,2.57,7.201,0.623,124.529,5.16,8.001,0.101,125.036,5.76,10.001,0.115,124.805,7.04,12,0.114
124.989,1.67,2,0.034,125.015,3.17,4.001,0.06,125.078,4.16,6.001,0.084,125.202,2.57,7.201,0.623,124.878,5.16,8.001,0.101,125.384,5.76,10.001,0.114,125.164,7.03,12,0.114
125.337,1.67,2,0.034,125.365,3.18,4.001,0.06,125.429,4.15,6.001,0.084,125.552,2.57,7.201,0.622,125.226,5.16,8.001,0.101,125.734,5.76,10.001,0.115,125.525,7.03,12,0.114
125.687,1.67,2,0.034,125.713,3.17,4.001,0.059,125.805,4.15,6.001,0.084,125.9,2.57,7.201,0.622,125.577,5.15,8.001,0.101,126.093,5.76,10.001,0.115,125.879,7.02,12,0.114
126.05,1.67,2,0.034,126.062,3.17,4.001,0.059,126.154,4.15,6.001,0.084,126.277,2.57,7.201,0.622,125.925,5.15,8.001,0.101,126.459,5.76,10.001,0.114,126.239,7.07,12,0.114
126.41,1.67,2,0.034,126.412,3.17,4.001,0.059,126.503,4.15,6.001,0.084,126.625,2.57,7.201,0.622,126.3,5.15,8.001,0.101,126.808,5.76,10.001,0.114,126.587,7.06,12,0.114
126.761,1.67,2,0.034,126.789,3.17,4.001,0.059,126.852,4.15,6.001,0.084,126.975,2.57,7.201,0.622,126.65,5.14,8.001,0.101,127.157,5.76,10.001,0.114,126.937,7.06,12,0.114
127.111,1.67,2,0.034,127.137,3.17,4.001,0.06,127.202,4.15,6.001,0.084,127.324,2.57,7.201,0.622,126.999,5.14,8.001,0.101,127.505,5.75,10.001,0.114,127.287,7.05,12,0.114
127.459,1.67,2,0.034,127.486,3.17,4.001,0.059,127.576,4.15,6.001,0.084,127.674,2.56,7.201,0.622,127.349,5.14,8.002,0.101,127.884,5.75,10.001,0.114,127.661,7.05,12,0.114
127.808,1.67,2,0.034,127.837,3.17,4.001,0.06,127.927,4.15,6.001,0.084,128.022,2.57,7.201,0.621,127.698,5.14,8.001,0.101,128.23,5.75,10.001,0.114,128.012,7.05,12,0.114
128.184,1.67,2,0.034,128.186,3.17,4.001,0.059,128.274,4.15,6.001,0.084,128.399,2.57,7.201,0.621,128.074,5.14,8.001,0.101,128.581,5.75,10.001,0.114,128.36,7.05,12,0.113
128.533,1.67,2,0.034,128.562,3.17,4.001,0.06,128.626,4.15,6.001,0.084,128.747,2.57,7.201,0.621,128.422,5.14,8.001,0.101,128.929,5.74,10.001,0.114,128.71,7.04,12,0.113
128.881,1.67,2,0.034,128.91,3.17,4.001,0.059,128.974,4.14,6.001,0.084,129.097,2.57,7.201,0.621,128.77,5.14,8.001,0.101,129.279,5.74,10.001,0.114,129.058,7.03,12,0.113
129.23,1.67,2,0.034,129.26,3.17,4,0.06,129.349,4.14,6.001,0.084,129.446,2.58,7.201,0.621,129.12,5.14,8.001,0.101,129.626,5.74,10.001,0.114,129.434,7.03,12,0.113
129.58,1.67,2,0.034,129.609,3.16,4.001,0.059,129.698,4.14,6.001,0.084,129.795,2.58,7.201,0.621,129.47,5.13,8.001,0.101,130.004,5.74,10.001,0.114,129.784,7.03,12,0.113
129.957,1.67,2,0.034,129.958,3.16,4.001,0.059,130.047,4.14,6.001,0.084,130.17,2.58,7.201,0.62,129.847,5.13,8.001,0.101,130.353,5.74,10.001,0.114,130.132,7.03,12,0.113
130.304,1.67,2,0.034,130.308,3.16,4.001,0.059,130.397,4.14,6.001,0.084,130.519,2.58,7.201,0.62,130.195,5.13,8.001,0.1,130.703,5.73,10.001,0.114,130.482,7.03,12,0.113
130.656,1.67,2,0.034,130.684,3.17,4.001,0.059,130.745,4.14,6.001,0.084,130.869,2.59,7.201,0.62,130.545,5.12,8.001,0.101,131.052,5.73,10.001,0.114,130.858,7.03,12,0.113
131.005,1.67,2,0.034,131.031,3.16,4.001,0.059,131.096,4.14,6.001,0.084,131.218,2.58,7.201,0.62,130.893,5.12,8.001,0.1,131.402,5.73,10.001,0.114,131.207,7.02,12,0.113
131.355,1.67,2,0.034,131.382,3.16,4.001,0.059,131.455,4.13,6.001,0.084,131.594,2.58,7.201,0.62,131.242,5.12,8.001,0.101,131.777,5.73,10.001,0.114,131.555,7.02,12,0.113
131.702,1.67,2,0.034,131.731,3.16,4.001,0.059,131.81,4.13,6.001,0.084,131.944,2.58,7.201,0.62,131.592,5.11,8.001,0.101,132.124,5.72,10.001,0.114,131.905,7.01,12,0.113
132.08,1.67,2,0.034,132.081,3.16,4.001,0.059,132.16,4.13,6.001,0.084,132.292,2.58,7.201,0.62,131.968,5.12,8.001,0.101,132.475,5.72,10.001,0.113,132.255,7.01,12,0.113
132.429,1.67,2,0.034,132.455,3.16,4,0.059,132.519,4.12,6.001,0.084,132.641,2.58,7.201,0.62,132.318,5.12,8.001,0.101,132.823,5.72,10.001,0.113,132.604,6.99,12,0.113
132.777,1.67,2,0.033,132.804,3.16,4,0.059,132.868,4.12,6.001,0.083,132.99,2.57,7.201,0.62,132.666,5.11,8.001,0.101,133.199,5.72,10.001,0.113,132.98,7,12,0.113
133.127,1.67,2,0.034,133.153,3.16,4.001,0.059,133.217,4.11,6.001,0.084,133.34,2.58,7.201,0.619,133.015,5.12,8.001,0.101,133.548,5.71,10.001,0.113,133.329,7,12,0.113
133.476,1.67,2,0.034,133.503,3.16,4.001,0.059,133.594,4.12,6.001,0.084,133.715,2.57,7.201,0.619,133.365,5.11,8.001,0.101,133.896,5.71,10.001,0.113,133.679,7,12,0.112
133.852,1.67,2,0.034,133.852,3.15,4.001,0.059,133.943,4.11,6.001,0.084,134.065,2.57,7.201,0.619,133.741,5.11,8.001,0.101,134.246,5.71,10.001,0.113,134.027,6.99,12,0.113
134.199,1.67,2,0.034,134.228,3.15,4.001,0.059,134.293,4.11,6.001,0.083,134.413,2.57,7.201,0.619,134.089,5.11,8.001,0.1,134.596,5.71,10.001,0.113,134.377,6.99,12,0.113
134.55,1.67,2,0.034,134.578,3.15,4.001,0.059,134.641,4.11,6.001,0.083,134.762,2.57,7.201,0.619,134.439,5.11,8.001,0.1,134.944,5.71,10.001,0.113,134.726,6.98,12,0.112
134.898,1.67,2,0.033,134.926,3.15,4.001,0.059,134.991,4.11,6.001,0.084,135.111,2.57,7.201,0.618,134.787,5.11,8.001,0.1,135.32,5.7,10.001,0.113,135.102,6.98,12,0.112
135.274,1.67,2,0.034,135.275,3.15,4.001,0.059,135.368,4.11,6.001,0.083,135.461,2.57,7.201,0.619,135.137,5.11,8.001,0.1,135.67,5.71,10.001,0.113,135.453,6.98,12,0.112
