2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,,,,,,
Time,Amps,Volts,Torque 2V (N � m),Time,Amps,Volts,Torque 4V (N � m),Time,Amps,Volts,Torque 6V (N � m),Time,Amps,Volts,Torque 8V (N � m),Time,Amps,Volts,Torque 10V (N � m),Time,Amps,Volts,Torque 12V (N � m),,,,,
50.138,1.55,2,0.034,50.194,3.08,4.001,0.058,50.169,4.29,6.001,0.092,50.217,5.17,8.001,0.105,50.272,6.75,10.001,0.122,50.15,7.49,12,0.136,,,,,
50.513,1.55,2,0.034,50.542,3.08,4.001,0.058,50.517,4.29,6.001,0.092,50.567,5.17,8.002,0.104,50.621,6.75,10.001,0.121,50.525,7.48,12,0.136,,,,,
50.862,1.55,2,0.034,50.891,3.08,4.001,0.058,50.867,4.29,6.001,0.092,50.916,5.17,8.001,0.104,50.971,6.75,10.001,0.122,50.876,7.48,12,0.136,,,,,
51.211,1.55,2,0.034,51.24,3.08,4.001,0.058,51.214,4.29,6.001,0.092,51.266,5.16,8.001,0.104,51.347,6.75,10.001,0.122,51.223,7.47,12,0.136,,,,,
51.56,1.55,2,0.034,51.617,3.08,4.001,0.058,51.591,4.29,6.001,0.092,51.615,5.16,8.002,0.104,51.695,6.74,10.001,0.122,51.574,7.47,12,0.135,,,,,
51.909,1.55,2,0.034,51.965,3.09,4.001,0.058,51.941,4.29,6.001,0.092,51.973,5.16,8.001,0.104,52.047,6.74,10.001,0.121,51.921,7.47,12,0.135,,,,,
52.259,1.55,2,0.034,52.314,3.08,4.001,0.058,52.291,4.28,6.001,0.092,52.329,5.16,8.002,0.104,52.394,6.73,10.001,0.121,52.298,7.44,12,0.135,,,,,
52.636,1.55,2,0.034,52.663,3.08,4.001,0.058,52.641,4.28,6.001,0.092,52.69,5.16,8.002,0.104,52.745,6.73,10.001,0.121,52.646,7.44,12,0.135,,,,,
52.984,1.55,2,0.034,53.013,3.08,4.001,0.058,53.015,4.28,6.001,0.092,53.038,5.15,8.002,0.104,53.092,6.72,10.001,0.121,52.996,7.44,12,0.135,,,,,
53.334,1.55,2,0.034,53.39,3.08,4.001,0.058,53.365,4.27,6.001,0.092,53.387,5.15,8.002,0.104,53.469,6.72,10.001,0.121,53.344,7.44,12,0.135,,,,,
53.682,1.55,2,0.034,53.738,3.08,4.001,0.058,53.714,4.27,6.001,0.092,53.764,5.15,8.001,0.104,53.819,6.71,10.001,0.121,53.695,7.44,12,0.135,,,,,
54.031,1.55,2,0.034,54.087,3.08,4.001,0.058,54.062,4.27,6.001,0.092,54.112,5.15,8.001,0.104,54.167,6.7,10.001,0.121,54.069,7.43,12,0.135,,,,,
54.407,1.55,2,0.034,54.436,3.08,4.001,0.058,54.412,4.27,6.001,0.092,54.463,5.14,8.002,0.104,54.516,6.7,10.001,0.121,54.42,7.42,12,0.135,,,,,
54.757,1.55,2,0.034,54.786,3.08,4.001,0.058,54.761,4.26,6.001,0.092,54.812,5.14,8.002,0.104,54.865,6.69,10.001,0.12,54.768,7.42,12,0.135,,,,,
55.106,1.55,2,0.034,55.133,3.08,4.001,0.058,55.138,4.27,6.001,0.092,55.161,5.13,8.001,0.104,55.241,6.69,10.001,0.12,55.117,7.38,12,0.134,,,,,
55.457,1.55,2,0.034,55.511,3.07,4.001,0.058,55.487,4.26,6.001,0.092,55.51,5.13,8.001,0.104,55.59,6.68,10.001,0.12,55.466,7.4,12,0.134,,,,,
55.805,1.55,2,0.034,55.86,3.08,4.001,0.058,55.836,4.27,6.001,0.092,55.887,5.13,8.002,0.103,55.939,6.68,10.001,0.12,55.817,7.4,12,0.134,,,,,
56.154,1.55,2,0.034,56.209,3.08,4.001,0.058,56.184,4.27,6.001,0.092,56.234,5.13,8.001,0.104,56.287,6.67,10.001,0.12,56.176,7.39,12,0.134,,,,,
56.519,1.55,2,0.034,56.559,3.08,4.001,0.058,56.535,4.27,6.001,0.092,56.584,5.13,8.001,0.103,56.664,6.67,10.001,0.12,56.531,7.38,12,0.134,,,,,
56.877,1.55,2,0.033,56.908,3.08,4.001,0.058,56.883,4.27,6.001,0.092,56.933,5.12,8.001,0.103,57.013,6.67,10.001,0.12,56.891,7.39,12,0.134,,,,,
57.227,1.55,2,0.034,57.283,3.08,4.001,0.058,57.26,4.26,6.001,0.092,57.308,5.12,8.001,0.103,57.362,6.66,10.001,0.12,57.24,7.38,12,0.134,,,,,
57.576,1.55,2,0.034,57.631,3.07,4.001,0.057,57.609,4.26,6.001,0.092,57.658,5.11,8.001,0.103,57.711,6.66,10.001,0.12,57.588,7.38,12,0.134,,,,,
57.951,1.55,2,0.034,57.981,3.08,4.001,0.057,57.959,4.26,6.001,0.091,58.006,5.11,8.001,0.103,58.061,6.65,10.001,0.119,57.939,7.38,12,0.134,,,,,
58.301,1.55,2,0.034,58.331,3.07,4.001,0.058,58.307,4.26,6.001,0.092,58.355,5.11,8.002,0.103,58.438,6.64,10.001,0.12,58.314,7.37,12,0.134,,,,,
58.65,1.54,2,0.034,58.68,3.07,4.001,0.057,58.657,4.26,6.001,0.092,58.704,5.1,8.002,0.103,58.786,6.64,10.001,0.119,58.664,7.37,12,0.133,,,,,
59,1.55,2,0.034,59.029,3.07,4.001,0.058,59.032,4.25,6.001,0.091,59.064,5.1,8.002,0.103,59.135,6.64,10.001,0.12,59.014,7.34,12,0.133,,,,,
59.348,1.55,2,0.034,59.405,3.07,4.001,0.058,59.382,4.25,6.001,0.091,59.448,5.1,8.002,0.103,59.484,6.64,10.001,0.119,59.362,7.34,12,0.133,,,,,
59.724,1.55,2,0.034,59.754,3.07,4.001,0.057,59.731,4.25,6.001,0.091,59.811,5.1,8.002,0.103,59.834,6.63,10.001,0.12,59.71,7.34,12,0.133,,,,,
60.073,1.54,2,0.034,60.104,3.07,4.001,0.058,60.079,4.25,6.001,0.091,60.209,5.09,8.002,0.103,60.184,6.63,10.001,0.119,60.087,7.34,12,0.133,,,,,
60.423,1.55,2,0.034,60.453,3.07,4.001,0.057,60.429,4.25,6.001,0.092,60.557,5.09,8.002,0.103,60.543,6.62,10.001,0.119,60.436,7.34,12,0.133,,,,,
60.772,1.54,2,0.033,60.828,3.07,4.001,0.057,60.804,4.25,6.001,0.091,60.907,5.09,8.001,0.102,60.925,6.61,10.001,0.119,60.787,7.33,12,0.133,,,,,
61.121,1.55,2,0.033,61.177,3.07,4.001,0.057,61.154,4.25,6.001,0.091,61.267,5.09,8.001,0.102,61.284,6.61,10.001,0.119,61.136,7.33,12,0.133,,,,,
61.469,1.55,2,0.034,61.526,3.07,4.001,0.057,61.502,4.24,6.001,0.091,61.621,5.09,8.001,0.102,61.66,6.61,10.001,0.119,61.484,7.33,12,0.133,,,,,
61.829,1.55,2,0.033,61.876,3.07,4,0.058,61.851,4.24,6.001,0.091,61.987,5.09,8.002,0.102,62.015,6.6,10.001,0.119,61.86,7.33,12,0.132,,,,,
62.191,1.55,2,0.033,62.231,3.07,4.001,0.057,62.205,4.24,6.001,0.091,62.385,5.07,8.001,0.102,62.412,6.6,10.001,0.118,62.214,7.3,12,0.133,,,,,
62.544,1.54,2,0.033,62.629,3.07,4,0.057,62.577,4.24,6.001,0.091,62.734,5.07,8.001,0.102,62.762,6.59,10.001,0.118,62.576,7.3,12,0.133,,,,,
62.892,1.55,2,0.034,62.976,3.07,4.001,0.057,62.925,4.24,6.001,0.091,63.082,5.07,8.001,0.102,63.109,6.59,10.001,0.118,62.934,7.3,12,0.132,,,,,
63.241,1.55,2,0.033,63.327,3.07,4.001,0.058,63.274,4.23,6.001,0.091,63.431,5.07,8.001,0.102,63.46,6.58,10.001,0.119,63.311,7.29,12,0.132,,,,,
63.591,1.54,2,0.033,63.675,3.07,4.001,0.058,63.623,4.23,6.001,0.091,63.781,5.07,8.001,0.102,63.807,6.57,10.001,0.118,63.659,7.29,12,0.132,,,,,
63.968,1.55,2,0.033,64.05,3.07,4.001,0.057,63.972,4.23,6.001,0.091,64.13,5.06,8.001,0.102,64.158,6.57,10.001,0.118,64.009,7.29,12,0.132,,,,,
64.317,1.55,2,0.034,64.4,3.07,4.001,0.058,64.322,4.23,6.001,0.091,64.505,5.06,8.001,0.102,64.516,6.56,10.001,0.118,64.358,7.28,12,0.132,,,,,
64.665,1.54,2,0.033,64.749,3.07,4.001,0.057,64.698,4.23,6.001,0.091,64.855,5.06,8.002,0.102,64.883,6.56,10.001,0.118,64.707,7.28,12,0.132,,,,,
65.014,1.55,2,0.034,65.097,3.07,4.001,0.057,65.046,4.22,6.001,0.091,65.203,5.06,8.002,0.102,65.232,6.56,10.001,0.118,65.055,7.27,12,0.132,,,,,
65.363,1.55,2,0.034,65.447,3.07,4.001,0.057,65.398,4.22,6.001,0.091,65.553,5.06,8.001,0.101,65.581,6.55,10.001,0.118,65.433,7.26,12,0.132,,,,,
65.739,1.54,2,0.033,65.822,3.07,4.001,0.057,65.745,4.22,6.001,0.091,65.929,5.06,8.001,0.102,65.929,6.55,10.001,0.118,65.781,7.26,12,0.131,,,,,
66.088,1.54,2,0.034,66.172,3.07,4.001,0.057,66.096,4.22,6.001,0.091,66.277,5.06,8.002,0.102,66.305,6.54,10.001,0.118,66.131,7.25,12,0.131,,,,,
66.437,1.54,2,0.033,66.521,3.06,4.001,0.058,66.443,4.22,6.001,0.091,66.626,5.06,8.001,0.102,66.655,6.54,10.001,0.118,66.48,7.23,12,0.131,,,,,
66.787,1.54,2,0.033,66.87,3.07,4,0.058,66.82,4.22,6.001,0.091,66.977,5.05,8.002,0.102,67.003,6.53,10.001,0.117,66.83,7.22,12,0.131,,,,,
67.135,1.54,2,0.033,67.219,3.06,4.001,0.057,67.169,4.21,6.001,0.091,67.325,5.05,8.002,0.102,67.354,6.53,10.001,0.118,67.206,7.22,12,0.131,,,,,
67.513,1.54,2,0.033,67.596,3.06,4.001,0.057,67.518,4.21,6.001,0.091,67.675,5.05,8.002,0.101,67.702,6.53,10.001,0.117,67.554,7.22,12,0.131,,,,,
67.861,1.54,2,0.034,67.944,3.07,4.001,0.058,67.868,4.21,6.001,0.091,68.052,5.05,8.001,0.102,68.077,6.52,10.001,0.117,67.904,7.22,12,0.131,,,,,
68.21,1.54,2,0.034,68.294,3.07,4.001,0.057,68.216,4.21,6.001,0.091,68.4,5.04,8.002,0.102,68.427,6.52,10.001,0.117,68.252,7.2,12,0.131,,,,,
68.559,1.55,2,0.033,68.643,3.07,4.001,0.058,68.594,4.21,6.001,0.09,68.749,5.04,8.001,0.101,68.776,6.52,10.001,0.117,68.602,7.2,12,0.131,,,,,
68.908,1.54,2,0.033,68.993,3.06,4.001,0.057,68.942,4.21,6.001,0.091,69.097,5.04,8.001,0.102,69.125,6.51,10.001,0.117,68.95,7.19,12,0.131,,,,,
69.285,1.54,2,0.033,69.341,3.06,4.001,0.057,69.291,4.2,6.001,0.09,69.447,5.03,8.002,0.101,69.473,6.5,10.001,0.117,69.327,7.18,12,0.131,,,,,
69.633,1.54,2,0.034,69.718,3.06,4.001,0.058,69.641,4.2,6.001,0.09,69.796,5.03,8.001,0.101,69.823,6.5,10.001,0.117,69.676,7.18,12,0.13,,,,,
69.983,1.54,2,0.033,70.066,3.07,4.001,0.057,69.991,4.2,6.001,0.09,70.173,5.03,8.002,0.101,70.199,6.49,10.001,0.117,70.025,7.18,12,0.13,,,,,
70.332,1.54,2,0.034,70.415,3.07,4.001,0.057,70.366,4.19,6.001,0.09,70.522,5.03,8.002,0.101,70.548,6.49,10.001,0.117,70.375,7.17,12,0.13,,,,,
70.682,1.54,2,0.033,70.764,3.06,4,0.057,70.714,4.2,6.001,0.09,70.871,5.02,8.001,0.101,70.896,6.49,10.001,0.117,70.734,7.16,12,0.13,,,,,
71.058,1.54,2,0.034,71.114,3.07,4,0.057,71.065,4.19,6.001,0.09,71.22,5.01,8.001,0.101,71.246,6.48,10.001,0.117,71.091,7.16,12,0.13,,,,,
71.408,1.54,2,0.033,71.49,3.07,4.001,0.057,71.412,4.19,6.001,0.09,71.568,5.02,8.001,0.101,71.596,6.48,10.001,0.117,71.448,7.15,12,0.129,,,,,
71.757,1.54,2,0.033,71.838,3.06,4.001,0.057,71.762,4.19,6.001,0.091,71.947,5.01,8.001,0.101,71.945,6.48,10.001,0.116,71.798,7.11,12,0.13,,,,,
72.105,1.54,2,0.033,72.188,3.06,4.001,0.057,72.138,4.19,6.001,0.09,72.295,5.01,8.001,0.101,72.321,6.46,10.001,0.116,72.147,7.13,12,0.13,,,,,
72.455,1.54,2,0.033,72.537,3.07,4.001,0.057,72.487,4.18,6.001,0.09,72.645,5.01,8.002,0.101,72.669,6.46,10.001,0.117,72.496,7.12,12,0.13,,,,,
72.804,1.54,2,0.033,72.886,3.06,4,0.057,72.836,4.18,6.001,0.09,72.993,5,8.001,0.101,73.02,6.45,10.001,0.116,72.873,7.12,12,0.13,,,,,
73.179,1.54,2,0.033,73.262,3.06,4.001,0.057,73.186,4.18,6.001,0.09,73.342,5,8.002,0.101,73.368,6.45,10.001,0.116,73.22,7.12,12,0.13,,,,,
73.53,1.54,2,0.033,73.61,3.06,4.001,0.057,73.534,4.18,6.001,0.09,73.718,5,8.001,0.101,73.719,6.45,10.001,0.116,73.572,7.11,12,0.129,,,,,
73.878,1.54,2,0.033,73.96,3.06,4.001,0.057,73.883,4.18,6.001,0.09,74.066,5,8.001,0.101,74.077,6.44,10.001,0.116,73.92,7.1,12,0.129,,,,,
74.228,1.54,2,0.033,74.309,3.06,4.001,0.057,74.261,4.18,6.001,0.09,74.416,5,8.002,0.101,74.432,6.44,10.001,0.116,74.269,7.09,12,0.129,,,,,
74.577,1.54,2,0.033,74.657,3.06,4.001,0.057,74.609,4.18,6.001,0.09,74.766,4.99,8.001,0.1,74.793,6.43,10.001,0.116,74.618,7.08,12,0.129,,,,,
74.936,1.54,2,0.034,75.033,3.06,4.001,0.057,74.959,4.17,6.001,0.09,75.114,4.99,8.001,0.101,75.141,6.43,10.001,0.116,74.996,7.07,12,0.129,,,,,
75.291,1.54,2,0.033,75.383,3.06,4.001,0.057,75.307,4.17,6.001,0.09,75.491,4.99,8.002,0.101,75.492,6.43,10.001,0.116,75.345,7.08,12,0.129,,,,,
75.651,1.54,2,0.034,75.732,3.06,4.001,0.057,75.657,4.17,6.001,0.09,75.84,4.98,8.001,0.1,75.866,6.42,10.001,0.116,75.694,7.08,12,0.129,,,,,
75.999,1.54,2,0.033,76.081,3.06,4.001,0.057,76.033,4.17,6.001,0.09,76.187,4.99,8.001,0.101,76.217,6.43,10.001,0.116,76.043,7.07,12,0.128,,,,,
76.349,1.55,2,0.033,76.431,3.06,4.001,0.057,76.381,4.17,6.001,0.09,76.537,4.98,8.002,0.101,76.565,6.42,10.001,0.116,76.392,7.08,12,0.128,,,,,
76.697,1.55,2,0.032,76.78,3.06,4.001,0.057,76.731,4.17,6.001,0.09,76.887,4.98,8.001,0.101,76.915,6.42,10.001,0.116,76.768,7.06,12,0.128,,,,,
77.072,1.55,2,0.032,77.157,3.06,4.001,0.057,77.081,4.17,6.001,0.09,77.236,4.98,8.002,0.1,77.262,6.41,10.001,0.116,77.115,7.07,12,0.128,,,,,
77.423,1.56,2,0.032,77.505,3.06,4.001,0.057,77.429,4.17,6.001,0.09,77.612,4.98,8.002,0.1,77.639,6.41,10.001,0.116,77.467,7.07,12,0.127,,,,,
77.772,1.55,2,0.032,77.855,3.06,4.001,0.057,77.805,4.16,6.001,0.09,77.961,4.98,8.001,0.1,77.988,6.41,10.001,0.116,77.814,6.99,12,0.128,,,,,
78.121,1.56,2,0.032,78.204,3.06,4.001,0.057,78.155,4.16,6.001,0.09,78.31,4.98,8.001,0.1,78.337,6.41,10.001,0.115,78.164,7.03,12,0.127,,,,,
78.496,1.56,2,0.032,78.553,3.06,4.001,0.057,78.503,4.16,6.001,0.09,78.659,4.98,8.001,0.1,78.687,6.4,10.001,0.115,78.514,7.01,12,0.128,,,,,
78.845,1.56,2,0.032,78.93,3.06,4.001,0.057,78.852,4.16,6.001,0.089,79.008,4.96,8.002,0.1,79.036,6.39,10.001,0.115,78.889,7.04,12,0.127,,,,,
79.195,1.56,2,0.032,79.278,3.06,4.001,0.057,79.201,4.16,6.001,0.09,79.385,4.96,8.001,0.1,79.411,6.39,10.001,0.115,79.239,7.01,12,0.127,,,,,
79.544,1.56,2,0.033,79.627,3.06,4.001,0.057,79.577,4.15,6.001,0.09,79.734,4.96,8.002,0.1,79.76,6.39,10.001,0.115,79.588,7.01,12,0.128,,,,,
79.893,1.56,2,0.032,79.976,3.06,4.001,0.057,79.926,4.15,6.001,0.089,80.083,4.96,8.002,0.1,80.11,6.38,10.001,0.115,79.938,7.03,12,0.127,,,,,
80.243,1.56,2,0.032,80.326,3.07,4.001,0.057,80.274,4.15,6.001,0.09,80.433,4.96,8.002,0.1,80.459,6.38,10.001,0.115,80.287,7.02,12,0.127,,,,,
80.619,1.56,2,0.032,80.7,3.07,4.001,0.057,80.625,4.15,6.001,0.089,80.782,4.96,8.001,0.1,80.808,6.38,10.001,0.115,80.663,6.98,12,0.127,,,,,
80.967,1.56,2,0.032,81.051,3.07,4.001,0.057,80.974,4.15,6.001,0.09,81.157,4.96,8.001,0.1,81.185,6.37,10.001,0.115,81.012,7,12,0.127,,,,,
81.317,1.56,2,0.032,81.399,3.06,4.001,0.057,81.323,4.15,6.001,0.089,81.506,4.96,8.001,0.099,81.55,6.37,10.001,0.115,81.361,7.04,12,0.127,,,,,
81.666,1.56,2,0.032,81.749,3.06,4.001,0.057,81.699,4.15,6.001,0.09,81.855,4.96,8.001,0.1,81.909,6.36,10.001,0.114,81.71,7.01,12,0.127,,,,,
82.015,1.56,2,0.032,82.098,3.06,4.001,0.057,82.048,4.15,6.001,0.09,82.205,4.95,8.001,0.1,82.259,6.35,10.001,0.114,82.06,6.99,12,0.127,,,,,
82.392,1.55,2,0.032,82.474,3.07,4.001,0.057,82.397,4.14,6.001,0.089,82.552,4.95,8.001,0.1,82.633,6.35,10.001,0.115,82.436,7,12,0.127,,,,,
82.741,1.56,2,0.032,82.823,3.07,4.001,0.057,82.746,4.14,6.001,0.089,82.929,4.95,8.002,0.1,82.983,6.35,10.001,0.115,82.784,6.98,12,0.126,,,,,
83.09,1.56,2,0.032,83.172,3.07,4.001,0.057,83.095,4.14,6.001,0.09,83.278,4.94,8.002,0.1,83.332,6.35,10.001,0.114,83.134,6.92,12,0.126,,,,,
83.439,1.55,2,0.032,83.52,3.06,4.001,0.057,83.445,4.14,6.001,0.09,83.627,4.94,8.002,0.099,83.682,6.35,10.001,0.114,83.483,6.96,12,0.126,,,,,
83.788,1.55,2,0.032,83.87,3.07,4.001,0.057,83.822,4.14,6.001,0.089,83.976,4.94,8.001,0.099,84.031,6.34,10.001,0.114,83.834,6.91,12,0.127,,,,,
84.137,1.56,2,0.032,84.247,3.07,4,0.057,84.169,4.14,6.001,0.089,84.325,4.93,8.002,0.099,84.406,6.33,10.001,0.115,84.182,7,12,0.126,,,,,
84.512,1.56,2,0.032,84.595,3.07,4.001,0.057,84.52,4.13,6.001,0.09,84.701,4.93,8.002,0.099,84.756,6.33,10.001,0.114,84.543,6.97,12,0.126,,,,,
84.862,1.56,2,0.032,84.944,3.08,4.001,0.057,84.868,4.14,6.001,0.089,85.051,4.93,8.001,0.099,85.105,6.33,10.001,0.114,84.896,7,12,0.126,,,,,
85.211,1.56,2,0.032,85.293,3.08,4.001,0.057,85.218,4.13,6.001,0.089,85.401,4.93,8.001,0.099,85.452,6.32,10.001,0.114,85.257,6.99,12,0.126,,,,,
85.561,1.55,2,0.032,85.642,3.08,4.001,0.057,85.577,4.13,6.001,0.089,85.749,4.93,8.001,0.099,85.813,6.31,10.001,0.114,85.606,6.96,12,0.126,,,,,
85.936,1.55,2,0.032,86.002,3.08,4.001,0.057,85.933,4.12,6.001,0.089,86.098,4.93,8.001,0.099,86.195,6.31,10.001,0.114,85.956,6.99,12,0.126,,,,,
86.286,1.55,2,0.032,86.357,3.08,4,0.057,86.293,4.13,6.001,0.089,86.475,4.92,8.002,0.099,86.556,6.31,10.001,0.114,86.305,6.97,12,0.126,,,,,
86.635,1.55,2,0.032,86.718,3.08,4,0.057,86.642,4.12,6.001,0.089,86.822,4.92,8.001,0.099,86.903,6.31,10.001,0.114,86.68,6.94,12,0.126,,,,,
86.983,1.56,2,0.032,87.066,3.07,4.001,0.057,86.992,4.12,6.001,0.089,87.173,4.92,8.002,0.099,87.28,6.31,10.001,0.114,87.03,6.94,12,0.115,,,,,
87.333,1.56,2,0.032,87.416,3.08,4.001,0.057,87.34,4.12,6.001,0.089,87.521,4.92,8.001,0.099,87.63,6.3,10.001,0.114,87.377,6.1,12,0.116,,,,,
87.708,1.55,2,0.032,87.764,3.08,4.001,0.057,87.717,4.12,6.001,0.089,87.872,4.92,8.001,0.099,87.979,6.3,10.001,0.114,87.729,6.13,12,0.116,,,,,
88.058,1.56,2,0.032,88.142,3.08,4.001,0.058,88.066,4.12,6.001,0.089,88.219,4.92,8.001,0.099,88.328,6.3,10.001,0.113,88.076,6.13,12,0.116,,,,,
88.406,1.55,2,0.032,88.49,3.08,4.001,0.057,88.416,4.12,6.001,0.089,88.595,4.92,8.002,0.099,88.677,6.29,10.001,0.114,88.452,6.14,12,0.116,,,,,
88.757,1.55,2,0.032,88.839,3.08,4.001,0.057,88.764,4.12,6.001,0.089,88.945,4.92,8.001,0.099,89.053,6.28,10.001,0.113,88.802,6.14,12,0.116,,,,,
89.105,1.55,2,0.032,89.188,3.08,4,0.057,89.114,4.12,6.001,0.089,89.295,4.91,8.002,0.099,89.401,6.28,10.001,0.114,89.152,6.13,12,0.116,,,,,
89.483,1.55,2,0.032,89.538,3.08,4,0.057,89.489,4.11,6.001,0.089,89.645,4.91,8.002,0.099,89.751,6.28,10.001,0.114,89.499,6.13,12,0.116,,,,,
89.831,1.55,2,0.032,89.914,3.08,4.001,0.057,89.839,4.11,6.001,0.089,89.993,4.91,8.001,0.099,90.099,6.27,10.001,0.114,89.848,6.13,12,0.116,,,,,
90.181,1.55,2,0.033,90.262,3.08,4.001,0.057,90.187,4.11,6.001,0.089,90.37,4.91,8.001,0.099,90.475,6.26,10.001,0.113,90.209,6.13,12,0.116,,,,,
90.529,1.55,2,0.032,90.612,3.08,4.001,0.057,90.536,4.11,6.001,0.089,90.718,4.9,8.002,0.099,90.851,6.26,10.001,0.113,90.592,6.13,12,0.116,,,,,
90.878,1.55,2,0.032,90.959,3.09,4,0.057,90.884,4.11,6.001,0.088,91.068,4.9,8.002,0.098,91.2,6.25,10.001,0.113,90.95,6.13,12,0.116,,,,,
91.227,1.55,2,0.032,91.31,3.11,4.001,0.057,91.261,4.11,6.001,0.089,91.416,4.89,8.001,0.099,91.549,6.25,10.001,0.113,91.3,6.12,12,0.116,,,,,
91.604,1.55,2,0.032,91.685,3.11,4.001,0.057,91.61,4.11,6.001,0.089,91.766,4.89,8.001,0.099,91.909,6.24,10.001,0.113,91.692,6.13,12,0.116,,,,,
91.953,1.55,2,0.032,92.033,3.11,4.001,0.057,91.959,4.11,6.001,0.089,92.14,4.89,8.002,0.098,92.264,6.24,10.001,0.113,92.079,6.12,12,0.116,,,,,
92.302,1.55,2,0.032,92.383,3.11,4.001,0.057,92.309,4.11,6.001,0.089,92.49,4.89,8.002,0.098,92.625,6.24,10.001,0.113,92.456,6.12,12,0.116,,,,,
92.651,1.55,2,0.032,92.733,3.11,4.001,0.057,92.657,4.1,6.001,0.089,92.839,4.89,8.002,0.098,92.974,6.23,10.001,0.113,92.804,6.12,12,0.116,,,,,
92.999,1.55,2,0.032,93.082,3.1,4.001,0.057,93.007,4.1,6.001,0.089,93.189,4.89,8.002,0.098,93.325,6.23,10.001,0.113,93.154,6.12,12,0.116,,,,,
93.376,1.55,2,0.032,93.458,3.1,4.001,0.057,93.383,4.1,6.001,0.088,93.538,4.88,8.001,0.098,93.7,6.23,10.001,0.112,93.502,6.12,12,0.116,,,,,
93.725,1.55,2,0.032,93.806,3.09,4.001,0.057,93.732,4.1,6.001,0.089,93.913,4.88,8.002,0.098,94.049,6.21,10.001,0.112,93.879,6.12,12,0.115,,,,,
94.074,1.55,2,0.032,94.156,3.09,4.001,0.057,94.082,4.1,6.001,0.089,94.263,4.88,8.002,0.098,94.399,6.22,10.001,0.113,94.228,6.06,12,0.115,,,,,
94.423,1.55,2,0.032,94.505,3.08,4.001,0.057,94.429,4.1,6.001,0.089,94.61,4.87,8.001,0.098,94.747,6.22,10.001,0.112,94.577,6.07,12,0.115,,,,,
94.773,1.55,2,0.032,94.855,3.09,4.001,0.057,94.78,4.1,6.001,0.088,94.961,4.87,8.002,0.098,95.096,6.21,10.001,0.113,94.927,6.07,12,0.115,,,,,
95.121,1.55,2,0.032,95.204,3.09,4.001,0.056,95.155,4.09,6.001,0.089,95.31,4.87,8.002,0.098,95.488,6.21,10.001,0.112,95.275,6.07,12,0.115,,,,,
95.497,1.55,2,0.032,95.581,3.09,4.001,0.057,95.505,4.09,6.001,0.088,95.67,4.87,8.001,0.098,95.847,6.2,10.001,0.112,95.653,6.07,12,0.114,,,,,
95.846,1.55,2,0.032,95.929,3.09,4.001,0.056,95.854,4.09,6.001,0.088,96.026,4.85,8.001,0.098,96.223,6.2,10.001,0.112,96.002,6.07,12,0.115,,,,,
96.196,1.55,2,0.032,96.279,3.09,4.001,0.057,96.204,4.09,6.001,0.089,96.384,4.86,8.002,0.098,96.572,6.2,10.001,0.112,96.351,6.07,12,0.114,,,,,
96.544,1.55,2,0.032,96.627,3.09,4,0.057,96.554,4.09,6.001,0.088,96.735,4.86,8.001,0.097,96.921,6.2,10.001,0.112,96.698,6.07,12,0.114,,,,,
96.92,1.55,2,0.032,96.977,3.09,4.001,0.057,96.902,4.09,6.001,0.088,97.081,4.86,8.001,0.097,97.27,6.19,10.001,0.112,97.075,6.07,12,0.114,,,,,
97.269,1.55,2,0.032,97.353,3.09,4.001,0.056,97.278,4.08,6.001,0.088,97.432,4.85,8.001,0.098,97.619,6.19,10.001,0.112,97.424,6.06,12,0.114,,,,,
97.618,1.55,2,0.032,97.702,3.09,4.001,0.057,97.626,4.08,6.001,0.089,97.809,4.85,8.001,0.098,97.996,6.19,10.001,0.112,97.773,6.06,12,0.115,,,,,
97.967,1.55,2,0.032,98.051,3.09,4.001,0.057,97.976,4.08,6.001,0.088,98.158,4.85,8.001,0.098,98.344,6.18,10.001,0.112,98.123,6.06,12,0.115,,,,,
98.317,1.55,2,0.032,98.401,3.09,4.001,0.057,98.324,4.08,6.001,0.088,98.507,4.85,8.001,0.098,98.694,6.17,10.001,0.112,98.472,6.05,12,0.115,,,,,
98.666,1.55,2,0.032,98.75,3.09,4,0.057,98.701,4.08,6.001,0.088,98.855,4.85,8.001,0.098,99.043,6.17,10.001,0.111,98.821,6.05,12,0.115,,,,,
99.043,1.55,2,0.032,99.125,3.08,4.001,0.056,99.049,4.08,6.001,0.088,99.205,4.85,8.001,0.097,99.391,6.17,10.001,0.111,99.197,6.05,12,0.114,,,,,
99.391,1.55,2,0.032,99.474,3.08,4.001,0.056,99.398,4.08,6.001,0.088,99.58,4.85,8.001,0.097,99.741,6.16,10.001,0.111,99.547,6.05,12,0.114,,,,,
99.741,1.55,2,0.032,99.823,3.08,4.001,0.057,99.748,4.08,6.001,0.088,99.93,4.84,8.001,0.097,100.117,6.16,10.001,0.112,99.896,6.05,12,0.114,,,,,
100.089,1.55,2,0.032,100.173,3.08,4.001,0.057,100.097,4.07,6.001,0.088,100.278,4.84,8.001,0.097,100.468,6.16,10.001,0.112,100.245,6.05,12,0.114,,,,,
