10A,,,20A,,,30A,,,40A,,,50A,,,60A,,
Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W),Time,Current (A),Power Output (W)
237.057,9.99,86.825,237.665,20.01,198.867,237.165,29.99,295.409,237.893,40.02,375.568,235.642,0,0,234.99,0,0
237.422,10.01,90.147,238.039,19.99,199.486,237.569,30.01,298.959,238.274,40,374.688,236.024,0,0,235.365,0,0
237.789,9.98,95.919,238.428,20.01,202.169,237.935,30.01,296.311,238.634,39.99,373.663,236.397,0,0,235.716,0,0
238.147,9.99,97.349,238.809,20,199.823,238.294,30,296.205,239.019,40.01,374.401,236.776,0,0,236.117,0,0
238.525,10,93.384,239.169,19.98,202.618,238.697,30,297.054,239.385,40.01,372.902,237.136,0,0,236.468,0,0
238.89,10.04,95.373,239.571,19.98,202.203,239.1,29.99,295.301,239.789,39.99,375.971,237.496,0,0,236.834,0,0
239.25,10.04,90.728,239.96,20.02,198.9,239.466,29.99,295.674,240.155,39.99,373.997,237.878,0,0,237.205,0,0
239.626,10,98.033,240.35,20.04,198.448,239.826,29.99,296.099,240.513,40,375.164,238.251,0,0,237.586,0,0
239.992,9.98,91.468,240.738,20.03,196.621,240.229,30.01,296.152,240.9,40,374.544,238.63,0,0,237.944,0,0
240.35,9.97,92.76,241.103,20.02,203.926,240.632,30.01,299.972,241.268,40,377.83,238.99,0,0,238.306,0,0
240.71,9.97,90.09,241.507,19.98,201.998,240.998,30.01,298.376,241.671,40.02,374.14,239.378,0,0,238.67,0,0
241.077,10,93.414,241.872,19.98,195.446,241.357,30,300.232,242.058,40.01,375.092,239.742,0,0,239.072,0,0
241.464,10,87.548,242.239,19.96,199.688,241.76,30,295.78,242.437,40,377.21,240.092,0,0,239.438,0,0
241.827,10.02,96.011,242.635,19.97,202.032,242.148,29.99,297.264,242.802,39.97,379.07,240.495,0,0,239.797,0,0
242.217,9.99,96.618,243.038,20.01,203.754,242.516,30,296.258,243.184,39.97,375.235,240.861,0,0,240.186,0,0
242.604,10,95.389,243.402,20.05,198.482,242.916,29.99,300.51,243.55,39.99,373.592,241.219,0,0,240.551,0,0
243.01,9.99,93.443,243.764,20.04,193.422,243.291,29.99,297.531,243.952,39.99,374.473,241.596,0,0,240.954,0,0
243.375,9.98,98.545,244.137,19.99,198.482,243.694,30.01,295.727,244.318,39.99,375.639,241.984,0,0,241.32,0,0
243.734,9.99,101.204,244.514,19.98,205.235,244.061,30.02,297.638,244.681,39.99,375.02,242.349,0,0,241.679,0,0
244.137,10,98.655,244.916,19.99,198.934,244.418,30.01,296.098,245.067,39.99,377.282,242.719,0,0,242.055,0,0
244.526,9.99,99.277,245.321,20.01,205.062,244.794,29.99,297.847,245.432,40.03,373.521,243.072,0,0,242.459,0,0
244.892,10.02,95.312,245.686,20.01,198.799,245.198,29.98,296.258,245.836,40.03,377.427,243.448,0,0,242.828,0,0
245.294,10.02,94.052,246.044,20,204.477,245.563,29.99,296.843,246.238,40,374.877,243.813,0,0,243.182,0,0
245.659,10.01,94.052,246.448,20.01,203.272,245.952,30,299.287,246.604,40,378.852,244.173,0,0,243.557,0,0
246.019,9.98,91.498,246.853,19.99,200.997,246.325,30.01,296.736,246.962,40,377.138,244.522,0,0,243.924,0,0
246.421,10,100.502,247.217,20,202.34,246.73,30.02,295.674,247.349,39.99,376.663,244.882,0,0,244.283,0,0
246.825,10,96.011,247.577,20,202.169,247.095,30.01,297.107,247.714,40,378.45,245.264,0,0,244.644,0,0
247.191,10.03,92.048,247.953,20,198.716,247.454,29.99,296.736,248.063,39.99,378.852,245.636,0,0,245.022,0,0
247.549,10.04,89.465,248.342,20,201.345,247.857,29.98,299.335,248.413,39.99,375.568,246,0,0,245.398,0,0
247.91,10,89.465,248.716,20,203.96,248.26,29.99,296.098,248.818,39.99,375.235,246.349,0,0,245.785,0,0
248.275,9.99,88.216,249.081,19.99,197.474,248.608,30.01,295.568,249.22,39.99,377.138,246.698,0,0,246.15,0,0
248.64,9.99,99.293,249.47,20.01,197.141,248.959,30.02,297.48,249.585,40,376.951,247.102,0,0,246.525,0,0
248.999,9.97,87.562,249.834,20,198.967,249.363,30.02,298.011,249.946,40.04,376.591,247.492,0,0,246.888,0,0
249.377,9.98,88.855,250.201,20,204.064,249.729,29.99,296.734,250.348,40.04,376.994,247.871,0,0,247.238,0,0
249.742,9.99,97.333,250.559,20,204.961,250.086,29.99,293.921,250.697,39.99,376.663,248.232,0,0,247.586,0,0
250.101,10,91.454,250.919,20,197.108,250.462,29.98,295.993,251.102,39.98,377.138,248.618,0,0,247.947,0,0
250.476,10.01,90.815,251.284,20,204.374,250.813,29.97,298.429,251.504,40.01,377.21,248.982,0,0,248.33,0,0
250.842,10.01,94.082,251.687,19.95,196.1,251.216,30.01,294.826,251.868,39.99,373.854,249.332,0,0,248.703,0,0
251.202,10,98.08,252.053,19.98,195.215,251.581,30.01,294.826,252.229,39.98,376.115,249.68,0,0,249.082,0,0.997
251.562,9.98,99.261,252.412,19.99,195.644,251.941,30.01,296.045,252.633,40,377.685,250.03,0,0,249.441,41,0
251.929,9.99,99.245,252.787,20.04,205.304,252.345,30,296.417,253.035,39.99,376.735,250.406,0,0,249.828,0,0.65
252.315,9.98,95.434,253.177,20.03,205.096,252.748,30,297.587,253.403,39.99,375.971,250.755,0,0,250.193,22.91,0
252.679,10.01,99.946,253.556,20,195.248,253.128,30.01,294.296,253.762,39.98,378.708,251.146,0,0,250.542,19.47,0.046
253.085,10.03,96.664,253.915,20,201.617,253.526,30.01,295.356,254.173,40.01,377.066,251.524,0,0,250.902,0,0
253.45,10.01,98.608,254.321,20,198.18,253.892,29.99,295.727,254.568,40.03,376.187,251.885,0,0,251.283,16.02,0.173
253.807,10.02,100.026,254.686,20.03,198.348,254.252,29.98,296.734,254.931,40.04,374.473,252.243,0,0,251.656,0,0
254.212,9.99,88.855,255.045,19.99,196.754,254.627,29.98,296.045,255.293,39.99,376.259,252.625,0,0,252.034,38.69,0
254.615,10,89.508,255.42,19.99,202.135,255.031,30,299.864,255.696,39.99,376.591,252.985,0,0,252.395,0,0.68
254.98,10,88.855,255.809,19.99,202.96,255.396,30.01,296.843,256.098,39.99,377.758,253.361,0,0,252.743,41.18,0
255.339,10,99.978,256.189,19.99,201.2,255.754,30.01,301.344,256.465,39.99,376.591,253.75,0,0,253.092,0,1.942
255.744,10.02,101.922,256.548,19.99,200.444,256.105,30.01,298.429,256.822,40,377.138,254.116,0,0,253.47,29.57,0
256.145,10.03,94.097,256.953,20,197.574,256.464,30.01,295.091,257.226,40,376.259,254.479,0,0,253.835,0,0.2
256.512,9.99,88.202,257.318,19.98,205.959,256.829,30.01,295.674,257.576,39.99,376.663,254.851,0,0,254.208,0,0
256.872,9.96,89.523,257.678,20.01,202.584,257.233,29.99,296.63,257.979,39.98,372.83,255.225,0,0,254.573,38.06,0.162
257.247,9.98,87.506,258.054,20,202.789,257.598,29.97,292.758,258.384,40.01,373.449,255.59,0,0,254.96,0,1.393
257.613,10.01,98.624,258.432,20,197.341,257.958,29.97,299.818,258.747,40.02,374.401,255.978,0,0,255.342,43.76,0
257.972,10.01,97.939,258.806,20,201.964,258.362,30.01,294.296,259.107,39.99,376.043,256.341,0,0,255.699,0,0
258.349,10.02,100.583,259.196,19.98,206.719,258.765,30,297.958,259.51,39.99,374.473,256.692,0,0,256.108,43.53,0
258.713,9.98,87.52,259.568,19.99,202.686,259.153,30.01,299.657,259.899,40,376.663,257.04,0,0,256.493,0,0.47
259.074,9.98,100.712,259.933,20,198.162,259.528,30.01,295.301,260.262,39.98,376.807,257.39,0,0,256.873,0,0
259.451,9.99,98.033,260.322,20.05,198.967,259.893,30.01,295.409,260.627,0,5.235,257.766,0,0,257.23,0,0.329
259.816,10,99.261,260.685,20.06,202.584,260.297,30,299.073,260.988,0,2.56,258.155,0,0,257.58,0,0
260.175,9.99,100.567,261.076,20.01,198.9,260.663,30.01,295.037,261.362,0,0,258.529,0,0,257.941,40.64,0.207
260.551,10.01,91.527,261.456,19.97,200.093,261.021,30.01,294.558,261.713,0,0,258.884,0,0,258.322,0,0
260.966,10.01,98.608,261.817,19.96,201.719,261.424,30.01,296.152,262.102,0,0,259.243,0,0,258.682,36.2,0
261.347,10.01,89.451,262.218,19.99,205.577,261.827,29.98,294.508,262.468,0,0,259.592,0,0,259.056,0,0
261.705,10.01,88.244,262.622,20.01,200.793,262.192,29.98,295.356,262.832,0,0,259.951,0,0,259.408,11.8,0
262.083,10.01,90.147,262.986,20.02,196.72,262.552,30,300.295,263.192,0,0,260.334,0,0,259.81,0,0.454
262.486,9.98,99.372,263.346,19.99,199.587,262.927,30,294.296,263.567,0,0,260.692,0,0,260.177,0,0
262.85,9.97,90.162,263.75,20,203.892,263.33,30.01,296.521,263.934,0,0,261.054,0,0,260.535,0,0.189
263.209,10.01,85.588,264.154,20.02,200.725,263.696,30,299.549,264.293,0,0,261.418,0,0,260.937,0,0
263.596,10.02,91.468,264.52,19.99,196.754,264.056,30,296.152,264.669,0,0,261.821,0,0,261.288,0,0.21
263.962,10,96.68,264.877,19.98,205.646,264.459,30,295.568,265.035,0,0,262.188,0,0,261.636,0,0
264.365,10,92.731,265.265,19.99,199.236,264.863,30,296.151,265.395,0,0,262.546,0,0,262.026,26.65,0
264.73,10.01,100.631,265.632,20.02,203.029,265.229,30.01,295.515,265.77,0,0,262.934,0,0,262.389,0,12.505
265.09,10,88.912,266.035,20.03,206.85,265.588,30.01,298.905,266.156,0,0,263.288,0,0,262.739,43.14,0
265.451,10.02,97.986,266.4,20,206.885,265.99,29.99,294.878,266.548,0,0,263.648,0,0,263.141,0,0.117
265.816,10.01,91.512,266.759,20,199.655,266.395,29.99,294.508,266.933,0,0,264.008,0,0,263.545,0,0
266.203,9.98,93.473,267.134,20.01,199.035,266.761,29.99,295.409,267.287,0,0,264.373,0,0,263.909,0,0.169
266.568,10.01,88.244,267.526,19.96,205.131,267.119,30,294.825,267.661,0,0,264.723,0,28.426,264.271,0,0
266.933,10.01,100.68,267.906,19.98,197.728,267.494,30,298.269,268.051,0,0,265.127,52.96,0,264.649,0,0
267.293,10,96.042,268.265,20,204.133,267.883,30,295.94,268.44,0,0,265.515,34.36,0,265.034,0,0
267.671,9.99,92.85,268.651,20.01,198.448,268.265,30,296.896,268.82,0,0,265.915,34.38,0,265.385,0,0
268.035,9.97,89.523,269.015,19.99,198.934,268.623,30,299.173,269.178,0,0,266.308,0,6.36,265.761,0,0
268.394,9.98,96.68,269.42,20.01,204.133,269.027,30,298.376,269.528,0,0,266.674,36.05,0.034,266.116,0,0
268.772,10.02,97.317,269.808,20.02,203.857,269.393,30,296.79,269.888,0,0,267.046,0,0,266.471,0,0
269.136,10.04,101.971,270.189,20.03,199.001,269.753,30.01,298.542,270.254,0,0,267.426,50.3,0,266.849,0,0
269.495,10.01,94.796,270.548,20,199.621,270.128,30,293.447,270.642,0,0,267.785,0,0,267.214,0,0
269.871,9.98,94.082,270.953,19.97,204.305,270.531,30,297.793,271.006,0,0,268.135,0,0,267.572,0,0
270.238,9.96,101.22,271.318,19.99,196.687,270.897,30,299.764,271.382,0,0,268.483,35.07,0,267.933,0,0
270.598,9.97,86.923,271.679,19.97,196.953,271.255,29.99,293.289,271.741,0,0,268.845,0,16.306,268.313,0,0
270.973,10.01,87.605,272.054,19.99,201.166,271.659,29.99,293.661,272.122,0,0,269.209,41.19,0,268.688,0,0
271.338,10,89.551,272.441,20.01,200.173,272.063,30,293.447,272.496,0,0,269.613,0,12.293,269.066,0,0
271.697,10.02,89.508,272.82,20,198.683,272.451,30,295.78,272.875,0,0,269.977,40.84,0,269.428,0,0
272.075,10.03,96.088,273.181,19.99,196.588,272.825,29.99,297.793,273.234,0,0,270.338,0,2.994,269.829,0,0
272.463,10,99.994,273.568,19.98,207.375,273.191,29.99,298.959,273.582,0,0,270.717,45.67,0,270.178,0,0
272.844,9.97,96.664,273.934,20.02,205.027,273.593,29.99,297.64,273.933,0,0,271.08,0,15.633,270.58,0,0
273.204,9.97,96.695,274.337,20.02,203.823,273.959,30,295.091,274.308,0,0,271.439,0,0,270.943,0,0
273.607,10,98.639,274.702,20.02,203.097,274.319,30.03,296.045,274.658,0,0,271.8,0,0.523,271.334,0,0
274.01,10.01,85.588,275.061,19.97,204.65,274.693,30.03,299.972,275.061,0,0,272.165,0,0,271.699,0,0
274.377,10.03,90.844,275.436,19.99,206.133,275.061,30.01,296.098,275.427,0,0,272.55,0,0.323,272.072,0,0
274.735,10.01,93.488,275.802,20.03,205.374,275.418,29.99,298.328,275.786,0,0,272.935,6.4,0,272.45,0,0
275.138,10,90.205,276.162,20,197.962,275.794,29.97,297.686,276.147,0,0,273.291,40.61,0.058,272.81,0,0
275.542,10,88.912,276.548,19.99,201.549,276.144,29.99,294.136,276.512,0,0,273.696,0,0,273.159,0,0
275.906,9.98,97.38,276.916,19.98,196.92,276.547,29.99,296.046,276.877,0,0,274.043,0,0.402,273.509,0,0
276.267,10,99.914,277.319,20,198.062,276.915,30,299.073,277.239,0,0,274.433,0,0,273.869,0,0
276.654,10.02,98.734,277.72,20.02,196.034,277.272,30,296.947,277.611,0,0,274.796,0,0,274.253,0,0
277.017,10.02,102.608,278.088,20.01,200.173,277.647,30,295.038,277.961,0,0,275.2,0,0,274.637,0,0
277.423,10,88.258,278.446,19.98,201.651,278.037,29.99,295.25,278.365,0,0,275.564,0,0,275.013,0,0
277.789,9.98,92.82,278.833,19.99,196.986,278.416,30.01,296.258,278.73,0,0,275.925,0,0,275.401,0,0
278.147,9.98,88.884,279.199,19.99,203.341,278.777,30.03,296.843,279.091,0,0,276.298,0,0,275.764,0,0
278.523,9.99,96.042,279.605,19.99,197.374,279.164,30.01,295.038,279.466,0,0,276.65,0,0,276.115,0,0
278.928,10.01,100.648,280.009,20,198.062,279.529,30,295.248,279.833,0,0,277.037,0,0,276.519,0,0
279.292,10.01,98.592,280.381,20.02,205.374,279.931,30,298.542,280.21,0,0,277.42,0,0,276.882,0,0
279.651,10,100.648,280.767,20,201.2,280.297,30,297.161,280.567,0,0,277.777,0,0,277.243,0,0
280.039,9.99,87.591,281.135,20.01,204.961,280.658,30,294.985,280.956,0,0,278.181,0,0,277.618,0,0
280.404,9.99,88.855,281.524,20,198.867,281.06,30,295.25,281.337,0,0,278.529,0,0,277.97,0,0
280.806,10.01,89.566,281.888,20.01,197.208,281.463,30,298.376,281.696,0,0,278.936,0,0,278.371,0,0
281.172,10.03,98.08,282.263,20.01,204.098,281.829,30,297.74,282.055,0,0,279.322,0,0,278.737,0,0
281.533,9.98,94.811,282.666,19.99,197.895,282.189,29.99,296.099,282.436,0,0,279.688,0,0,279.098,0,0
281.909,10,90.815,283.069,20.03,199.857,282.592,29.99,299.764,282.796,0,0,280.061,0,0,279.471,0,0
282.273,10.02,95.45,283.435,20.02,200.275,282.995,29.99,296.841,283.2,0,0,280.464,0,0,279.824,0,0
282.635,10.03,98.75,283.794,19.99,200.647,283.382,29.99,293.658,283.604,0,0,280.828,0,0,280.225,0,0
283.008,9.98,92.85,284.198,19.97,206.336,283.764,30,294.244,283.968,0,0,281.188,0,0,280.591,0,0
283.375,10,97.427,284.601,19.99,205.994,284.122,30,294.614,284.327,0,0,281.549,0,0,280.951,0,0
283.734,10.01,100.68,284.967,20,201.753,284.527,30.01,294.402,284.704,0,0,281.915,0,0,281.338,0,0
284.094,10.01,87.591,285.327,20.02,197.962,284.891,30,296.152,285.068,0,0,282.302,0,0,281.703,0,0
284.459,10,86.283,285.73,20,204.65,285.251,29.98,295.674,285.427,0,0,282.667,0,0,282.107,0,0
284.864,9.99,88.941,286.117,20.01,200.929,285.628,30,297.001,285.787,0,0,283.057,0,0,282.496,0,0
285.228,10,88.287,286.484,20.02,204.167,286.03,30.03,296.736,286.143,0,0,283.436,0,0,282.876,0,0
285.588,9.97,88.23,286.871,20,199.823,286.397,30.01,298.858,286.503,0,0,283.794,0,0,283.24,0,0
285.965,9.96,91.512,287.251,19.99,204.443,286.756,30,295.992,286.89,0,0,284.144,0,0,283.622,0,0
286.329,10,97.971,287.611,19.98,206.719,287.158,30,296.098,287.245,0,0,284.505,0,0,283.985,0,0
286.69,10.04,94.112,287.997,19.99,200.759,287.508,29.99,295.833,287.604,0,0,284.869,0,0,284.335,0,0
287.075,10.01,93.414,288.362,20,203.203,287.913,29.99,296.896,287.951,0,0,285.216,0,0,284.684,0,0
287.442,10.02,94.142,288.766,19.98,197.274,288.276,29.99,298.172,288.313,0,0,285.567,0,0,285.035,0,0
287.845,10,102.559,289.154,19.98,202.789,288.635,30,295.727,288.694,0,0,285.971,0,0,285.393,0,0
288.249,10,94.826,289.529,20.01,202.169,289.011,29.99,295.091,289.053,0,0,286.321,0,0,285.749,0,0
288.613,9.98,90.844,289.894,20.03,200.41,289.415,30,295.834,289.415,0,0,286.722,0,0,286.121,0,0
288.973,9.97,90.888,290.282,20,199.655,289.78,30.02,295.195,289.78,0,0,287.088,0,0,286.51,0,0
289.375,10.02,90.859,290.645,20.01,204.719,290.14,30.03,296.204,290.169,0,0,287.449,0,0,286.86,0,0
289.779,10.03,94.69,291.035,19.98,197.995,290.544,30,295.248,290.53,0,0,287.823,0,0,287.209,0,0
290.145,10.01,90.815,291.414,20,201.719,290.948,29.99,297.793,290.895,0,0,288.189,0,0,287.559,0,0
290.504,10.01,100.058,291.776,19.99,197.052,291.311,29.98,296.681,291.27,0,0,288.548,0,0,287.908,0,0
290.88,9.99,93.458,292.162,19.98,204.133,291.672,29.99,292.018,291.648,0,0,288.925,0,0,288.269,0,0
291.248,9.97,88.955,292.528,20.02,198.381,292.074,30,295.037,292.009,0,0,289.313,0,0,288.646,0,0
291.607,10.01,88.955,292.931,20.03,196.986,292.478,29.99,295.037,292.396,0,0,289.693,0,0,289.039,0,0
292.009,10.01,90.191,293.296,19.99,196.199,292.863,29.99,298.959,292.761,0,0,290.052,0,0,289.403,0,0
292.414,10.02,89.551,293.656,20,204.477,293.257,30.03,299.066,293.164,0,0,290.401,0,0,289.782,0,0
292.779,10.01,92.196,294.043,20,201.685,293.659,30.03,296.471,293.554,0,0,290.761,0,0,290.15,0,0
293.138,10.02,98.703,294.408,20,204.202,294.008,30,295.195,293.933,0,0,291.143,0,0,290.513,0,0
293.515,9.97,100.026,294.814,19.99,205.064,294.374,29.99,297.001,294.292,0,0,291.517,0,0,290.863,0,0
293.902,9.98,96.027,295.177,20.01,197.962,294.733,29.99,294.4,294.642,0,0,291.896,0,0,291.252,0,0
294.267,9.99,91.512,295.536,20,196.067,295.111,29.99,295.409,295.045,0,0,292.256,0,0,291.616,0,0
294.643,9.98,95.389,295.912,20,198.482,295.512,30,295.992,295.447,0,0,292.658,0,0,292.021,0,0
295.046,10,90.191,296.316,19.99,197.341,295.878,29.99,295.727,295.83,0,0,293.062,0,0,292.385,0,0
295.411,9.99,98.639,296.682,20.02,197.374,,,,296.21,0,0,293.429,0,0,292.757,0,0
295.772,10.01,90.873,297.041,20.01,197.474,,,,296.564,0,0,293.8,0,0,293.136,0,0
296.147,10.01,92.225,,,,,,,296.925,0,0,294.163,0,0,293.497,0,0
296.513,10.02,90.248,,,,,,,,,,294.528,0,0,293.883,0,0
296.872,9.99,87.619,,,,,,,,,,294.901,0,0,294.239,0,0
297.247,10,99.994,,,,,,,,,,295.275,0,0,294.599,0,0
297.613,9.98,101.35,,,,,,,,,,295.64,0,0,295.003,0,0
297.973,9.99,101.399,,,,,,,,,,295.989,0,0,295.368,0,0
298.332,10.01,102.575,,,,,,,,,,296.339,0,0,295.726,0,0
298.698,10.04,94.796,,,,,,,,,,296.698,0,0,296.103,0,0
299.101,10,99.372,,,,,,,,,,297.08,0,0,296.492,0,0
299.466,9.99,98.734,,,,,,,,,,,,,296.857,0,0
