2V Data,,,,4V Data,,,,6V Data,,,,8V Data,,,,10V Data,,,,12V Data,,,
Time,Amps,Volts,Torque 2V (N á m),Time,Amps,Volts,Torque 4V (N á m),Time,Amps,Volts,Torque 6V (N á m),Time,Amps,Volts,Torque 8V (N á m),Time,Amps,Volts,Torque 10V (N á m),Time,Amps,Volts,Torque 12V (N á m)
0.001,23.86,2,0.156,0.001,43.11,4.001,0.315,0.001,19.69,6.001,0.33,0.001,32.97,8.002,0.54,0,67.68,10.001,0.577,0,125.78,12,0.654
0.381,26.47,2,0.155,0.381,51.57,4.001,0.308,0.365,74.21,6.001,0.328,0.388,94.76,8.002,0.53,0.363,128.05,10.001,0.568,0.387,131.3,12,0.629
0.784,26.39,2,0.155,0.794,50.33,4.001,0.303,0.74,74.04,6.001,0.327,0.795,92.61,8.001,0.523,0.765,123.14,10.001,0.571,0.792,124.43,12,0.595
1.161,26.29,2,0.155,1.2,49.44,4.001,0.301,1.144,72.84,6.001,0.294,1.168,90.89,8.002,0.518,1.171,115.32,10.001,0.553,1.197,113.66,12,0.576
1.564,26.22,2,0.154,1.571,48.98,4.001,0.299,1.518,69.58,6.001,0.291,1.57,89.73,8.002,0.511,1.545,110.56,10.001,0.53,1.57,107.12,12,0.568
1.949,26.13,2,0.153,1.958,48.57,4.001,0.298,1.906,67.52,6.001,0.284,1.958,88.18,8.002,0.506,1.93,105.56,10.001,0.516,1.955,106.72,12,0.544
2.324,26.05,2,0.153,2.307,48.34,4,0.296,2.256,65.76,6.001,0.28,2.332,86.81,8.002,0.504,2.307,102.74,10.001,0.504,2.332,99.17,12.002,0.096
2.674,25.95,2,0.153,2.655,48,4.001,0.295,2.605,64.52,6.001,0.274,2.68,86.8,8.002,0.506,2.654,100.01,10.001,0.489,2.68,16.18,12,0.123
3.022,25.86,2,0.152,3.006,47.88,4.001,0.295,2.953,63.6,6.001,0.275,3.03,86.57,8.002,0.503,3.004,96.92,10.001,0.475,3.03,20.64,12,0.089
3.372,25.78,2,0.152,3.38,47.8,4.001,0.294,3.303,63.79,6.001,0.273,3.378,86.13,8.002,0.497,3.363,94.1,10.001,0.409,3.378,17.16,12,0.139
3.748,25.7,2,0.151,3.73,47.64,4.001,0.294,3.653,63.74,6.001,0.275,3.754,85.17,8.002,0.492,3.719,80.33,10.001,0.418,3.738,22.46,12,0.191
4.095,25.61,2,0.151,4.078,47.5,4.001,0.293,4.001,64.12,6.001,0.274,4.103,84,8.002,0.478,4.079,80.27,10.001,0.38,4.093,25.76,12,0.146
4.445,25.51,2,0.15,4.429,47.29,4.001,0.293,4.376,63.72,6.001,0.272,4.453,81.38,8.002,0.479,4.428,82.94,10.001,0.322,4.453,0,12,0.002
4.794,25.41,2,0.149,4.776,47.29,4.001,0.291,4.727,63.16,6.001,0.272,4.803,81.49,8.002,0.477,4.778,75.83,10.001,0.328,4.802,0,12,0.002
5.17,25.26,2,0.149,5.152,47.11,4.001,0.29,5.075,63.29,6.001,0.271,5.151,80.95,8.002,0.472,5.125,76.92,10.001,0.322,5.153,0,12,0.002
5.519,25.12,2,0.148,5.501,46.84,4,0.291,5.425,62.95,6.001,0.27,5.5,80.13,8.002,0.467,5.501,74.52,10.001,0.301,5.512,0,12,0.002
5.869,24.98,2,0.147,5.85,46.87,4.001,0.289,5.773,62.68,6.001,0.269,5.879,79.06,8.002,0.464,5.851,71.81,10.001,0.321,5.866,0,12,0.002
6.218,24.86,2,0.147,6.201,46.72,4.001,0.289,6.149,62.43,6.001,0.268,6.225,78.35,8.002,0.461,6.2,73.27,10.001,0.314,6.226,0,12,0.002
6.565,24.76,2,0.146,6.55,46.68,4.001,0.289,6.499,62.09,6.001,0.267,6.578,77.7,8.002,0.454,6.548,72.46,10.001,0.312,6.577,0,12,0.002
6.942,24.69,2,0.146,6.925,46.6,4.001,0.288,6.848,62.15,6.001,0.267,6.924,76.55,8.002,0.452,6.925,72.12,10.001,0.324,6.925,0,12,0.002
7.291,24.62,2,0.146,7.275,46.55,4.001,0.287,7.198,62.09,6.001,0.266,7.275,75.93,8.002,0.448,7.275,75.51,10.001,0.328,7.299,0,12,0.002
7.641,24.54,2,0.145,7.624,46.33,4.001,0.287,7.574,61.77,6.001,0.264,7.623,75.26,8.001,0.44,7.624,76.66,10.001,0.32,7.65,0,12,0.002
7.989,24.49,2,0.145,7.972,46.36,4.001,0.287,7.923,60.86,6.001,0.263,7.998,74.01,8.002,0.438,7.973,74.41,10.001,0.002,7.997,0,12,0.002
8.337,24.43,2,0.145,8.322,46.24,4.001,0.284,8.271,60.91,6.001,0.263,8.349,73.64,8.002,0.435,8.321,0,10.001,0.003,8.346,0,12,0.002
8.688,24.37,2,0.144,8.699,45.83,4,0.285,8.622,60.91,6.001,0.263,8.698,73.13,8.002,0.433,8.67,0,10.001,0.002,8.695,0,12,0.002
9.037,24.33,2,0.144,9.047,45.92,4.001,0.284,8.971,60.82,6.001,0.263,9.046,72.57,8.002,0.43,9.029,0,10.001,0.002,,,,
9.413,24.26,2,0.143,9.399,45.89,4.001,0.284,9.32,60.85,6.001,0.262,9.395,72.03,8.002,0.427,9.414,0,10.001,0.002,,,,
9.762,24.21,2,0.144,9.746,45.7,4.001,0.283,9.697,60.74,6.001,0.261,9.771,71.51,8.002,0.422,9.77,0,10.001,0.002,,,,
10.112,24.16,2,0.143,10.096,45.61,4.001,0.283,10.044,60.51,6.001,0.26,10.12,70.58,8.002,0.421,10.132,0,10.001,0.003,,,,
10.461,24.1,2,0.143,10.445,45.59,4.001,0.283,10.395,60.25,6.001,0.259,10.471,70.37,8.002,0.419,10.486,0,10.001,0.002,,,,
10.811,24.06,2,0.142,10.795,45.53,4.001,0.279,10.743,60.11,6.001,0.258,10.818,70.02,8.002,0.417,10.846,0,10.001,0.002,,,,
11.187,24.01,2,0.142,11.171,45.15,4.001,0.281,11.093,59.84,6.001,0.257,11.17,69.61,8.002,0.415,11.193,0,10.001,0.002,,,,
11.535,23.98,2,0.142,11.52,45.33,4.001,0.281,11.441,59.57,6.001,0.256,11.517,69.13,8.002,0.412,11.57,0,10.001,0.002,,,,
11.884,23.94,2,0.142,11.868,45.27,4.001,0.28,11.819,59.44,6.001,0.255,11.894,68.76,8.002,0.411,11.935,0,10.001,0.003,,,,
12.234,23.91,2,0.142,12.218,45.16,4,0.277,12.167,59.16,6.001,0.255,12.243,68.44,8.002,0.408,12.325,0,10.001,0.002,,,,
12.583,23.88,2,0.141,12.567,44.73,4.001,0.278,12.517,58.93,6.001,0.253,12.591,68.05,8.002,0.406,12.697,0,10.001,0.003,,,,
12.958,23.83,2,0.141,12.942,44.88,4.001,0.278,12.865,58.72,6.001,0.253,12.941,67.68,8.002,0.404,13.048,0,10.001,0.002,,,,
13.308,23.8,2,0.141,13.292,44.87,4.001,0.278,13.215,58.56,6.001,0.252,13.316,67.31,8.002,0.402,,,,,,,,
13.657,23.76,2,0.14,13.641,44.78,4.001,0.276,13.563,58.36,6.001,0.251,13.666,66.91,8.002,0.4,,,,,,,,
14.006,23.73,2,0.141,13.991,44.51,4.001,0.276,13.939,58.08,6.001,0.25,14.015,66.59,8.002,0.398,,,,,,,,
14.356,23.7,2,0.14,14.338,44.42,4.001,0.275,14.29,57.9,6.001,0.25,14.364,66.27,8.002,0.396,,,,,,,,
14.731,23.66,2,0.14,14.714,44.24,4.001,0.275,14.637,57.68,6.001,0.249,14.713,65.97,8.002,0.395,,,,,,,,
15.08,23.63,2,0.14,15.063,44.19,4.001,0.272,14.987,57.5,6.001,0.248,15.062,65.65,8.002,0.393,,,,,,,,
15.43,23.61,2,0.14,15.413,43.84,4.001,0.273,15.336,57.32,6.001,0.247,15.439,65.32,8.002,0.391,,,,,,,,
15.778,23.59,2,0.14,15.763,43.86,4.001,0.272,15.711,57.12,6.001,0.247,15.787,65.06,8.002,0.39,,,,,,,,
16.153,23.56,2,0.139,16.112,43.68,4,0.272,16.061,56.92,6.001,0.246,16.137,64.86,8.002,0.389,,,,,,,,
16.504,23.54,2,0.139,16.487,43.55,4.001,0.271,16.41,56.76,6.001,0.245,16.485,64.66,8.002,0.387,,,,,,,,
16.852,23.54,2,0.139,16.836,43.31,4.001,0.27,16.76,56.58,6.001,0.245,16.836,64.45,8.002,0.386,,,,,,,,
17.202,23.54,2,0.139,17.186,43.28,4.001,0.269,17.108,56.36,6.001,0.244,17.212,64.19,8.001,0.385,,,,,,,,
17.551,23.54,2,0.139,17.535,43.21,4.001,0.265,17.484,56.03,6.001,0.24,17.56,63.93,8.002,0.383,,,,,,,,
17.9,23.52,2,0.139,17.884,42.68,4.001,0.265,17.834,54.84,6.001,0.228,17.91,63.69,8.002,0.367,,,,,,,,
18.277,23.51,2,0.139,18.261,42.69,4.001,0.265,18.182,51.18,6.001,0.229,18.26,69.64,8.002,0.364,,,,,,,,
18.625,23.51,2,0.139,18.609,42.69,4.001,0.266,18.532,51.63,6.001,0.23,18.609,69.47,8.002,0.362,,,,,,,,
18.975,23.47,2,0.139,18.959,42.7,4,0.266,18.881,51.82,6.001,0.232,18.957,69.18,8.001,0.283,,,,,,,,
19.324,23.46,2,0.139,19.307,42.68,4.001,0.265,19.258,52.24,6.001,0.231,19.333,94.93,8.002,0.212,,,,,,,,
19.673,23.45,2,0.139,19.658,42.51,4.001,0.265,19.607,52.11,6.001,0.231,19.682,92.38,8.001,0.203,,,,,,,,
20.022,23.43,2,0.139,20.006,42.51,4.001,0.265,19.956,51.96,6.001,0.231,20.032,107.29,8.001,0.16,,,,,,,,
20.399,23.42,2,0.139,20.382,42.48,4.001,0.264,20.305,51.88,6.001,0.23,20.38,115.87,8.002,0.004,,,,,,,,
20.747,23.41,2,0.138,20.733,42.32,4.001,0.264,20.655,51.74,6.001,0.23,20.756,0,8.002,0.004,,,,,,,,
21.097,23.39,2,0.138,21.081,42.3,4.001,0.263,21.002,51.66,6.001,0.23,21.105,0,8.002,0.004,,,,,,,,
21.446,23.38,2,0.138,21.43,42.11,4.001,0.262,21.353,51.64,6.001,0.229,21.454,0,8.002,0.003,,,,,,,,
21.795,23.39,2,0.138,21.779,42.05,4.001,0.262,21.729,51.57,6.001,0.229,21.802,0,8.002,0.004,,,,,,,,
22.171,23.38,2,0.138,22.155,42,4.001,0.262,22.078,51.47,6.001,0.228,22.15,0,8.002,0.003,,,,,,,,
22.52,23.36,2,0.138,22.504,41.99,4,0.262,22.428,51.42,6.001,0.229,22.511,0,8.002,0.004,,,,,,,,
22.869,23.36,2,0.139,22.852,42.02,4.001,0.262,22.777,51.6,6.001,0.229,22.877,0,8.002,0.004,,,,,,,,
23.217,23.36,2,0.138,23.202,42,4.001,0.257,23.126,51.61,6.001,0.229,23.224,0,8.001,0.004,,,,,,,,
23.567,23.35,2,0.138,23.551,41.36,4,0.258,23.5,51.61,6.001,0.229,23.574,0,8.002,0.004,,,,,,,,
23.916,23.36,2,0.138,23.9,41.42,4.001,0.258,23.852,51.57,6.001,0.229,23.924,0,8.001,0.004,,,,,,,,
24.308,23.36,2,0.138,24.275,41.4,4.001,0.257,24.2,51.51,6.001,0.229,24.3,0,8.002,0.004,,,,,,,,
24.668,23.35,2,0.138,24.625,41.32,4.001,0.258,24.55,51.47,6.001,0.228,24.649,0,8.002,0.004,,,,,,,,
25.027,23.35,2,0.138,24.974,41.53,4.001,0.258,24.899,51.44,6.001,0.228,24.999,0,8.002,0.004,,,,,,,,
25.41,23.35,2,0.138,25.322,41.46,4.001,0.258,25.274,51.42,6.001,0.228,25.347,0,8.002,0.004,,,,,,,,
25.768,23.33,2,0.138,25.698,41.49,4.001,0.259,25.624,51.41,6.001,0.228,25.697,0,8.002,0.004,,,,,,,,
26.145,23.34,2,0.138,26.048,41.67,4.001,0.259,25.973,51.33,6.001,0.228,26.045,0,8.002,0.004,,,,,,,,
26.493,23.34,2,0.138,26.398,41.61,4.001,0.259,26.322,51.28,6.001,0.228,26.405,0,8.002,0.004,,,,,,,,
26.844,23.33,2,0.138,26.747,41.5,4,0.258,26.671,51.22,6.001,0.227,26.761,0,8.001,0.004,,,,,,,,
27.191,23.32,2,0.138,27.096,41.42,4.001,0.258,27.047,51.17,6.001,0.227,27.121,0,8.002,0.004,,,,,,,,
27.568,23.3,2,0.138,27.445,41.29,4,0.257,27.395,51.13,6.001,0.227,27.47,0,8.002,0.004,,,,,,,,
27.943,23.29,2,0.138,27.823,41.06,4.001,0.254,27.746,51.06,6.001,0.227,27.819,0,8.002,0.004,,,,,,,,
28.292,23.29,2,0.137,28.17,40.78,4.001,0.255,28.094,50.99,6.001,0.227,28.179,0,8.002,0.004,,,,,,,,
28.642,23.28,2,0.138,28.52,41.03,4.001,0.255,28.443,50.89,6.001,0.226,28.543,0,8.002,0.004,,,,,,,,
29.019,23.27,2,0.137,28.869,40.99,4.001,0.255,28.793,50.86,6.001,0.226,28.893,0,8.002,0.004,,,,,,,,
29.366,23.26,2,0.138,29.219,40.91,4,0.256,29.153,50.81,6.001,0.226,29.242,0,8.002,0.004,,,,,,,,
29.717,23.25,2,0.138,29.567,41.04,4.001,0.255,29.51,50.7,6.001,0.225,29.618,0,8.002,0.004,,,,,,,,
30.065,23.25,2,0.138,29.944,40.98,4.001,0.254,29.866,50.63,6.001,0.225,29.983,0,8.002,0.004,,,,,,,,
30.415,23.25,2,0.138,30.292,40.77,4.001,0.255,30.217,50.54,6.001,0.224,30.343,0,8.002,0.004,,,,,,,,
30.792,23.25,2,0.137,30.643,40.84,4.001,0.255,30.565,50.42,6.001,0.224,30.692,0,8.002,0.004,,,,,,,,
31.141,23.24,2,0.137,30.992,40.95,4.001,0.255,30.917,50.35,6.001,0.224,31.052,0,8.002,0.004,,,,,,,,
31.49,23.24,2,0.137,31.34,40.82,4.001,0.254,31.292,50.28,6.001,0.224,31.406,0,8.002,0.004,,,,,,,,
31.84,23.22,2,0.137,31.716,40.66,4.001,0.254,31.64,50.22,6.001,0.223,31.768,0,8.002,0.004,,,,,,,,
32.188,23.22,2,0.137,32.065,40.71,4.001,0.254,31.99,50.16,6.001,0.223,32.114,0,8.002,0.004,,,,,,,,
32.562,23.22,2,0.137,32.415,40.72,4.001,0.254,32.34,50.1,6.001,0.223,32.466,0,8.002,0.004,,,,,,,,
32.913,23.2,2,0.137,32.763,40.72,4.001,0.254,32.69,50.06,6.001,0.223,32.841,0,8.001,0.004,,,,,,,,
33.261,23.22,2,0.137,33.138,40.68,4.001,0.254,33.038,49.99,6.001,0.222,33.19,0,8.002,0.004,,,,,,,,
33.611,23.22,2,0.137,33.488,40.57,4.001,0.254,33.414,49.95,6.001,0.222,33.54,0,8.002,0.004,,,,,,,,
33.959,23.22,2,0.137,33.837,40.66,4.001,0.254,33.762,49.93,6.001,0.222,33.889,0,8.002,0.004,,,,,,,,
34.336,23.22,2,0.137,34.186,40.67,4.001,0.254,34.111,49.91,6.001,0.222,34.237,0,8.002,0.004,,,,,,,,
34.684,23.21,2,0.137,34.536,40.61,4.001,0.254,34.46,49.87,6.001,0.222,34.611,0,8.002,0.004,,,,,,,,
35.034,23.21,2,0.137,34.884,40.56,4.001,0.254,34.837,49.82,6.001,0.221,34.963,0,8.002,0.004,,,,,,,,
35.383,23.2,2,0.137,35.26,40.49,4.001,0.253,35.186,49.73,6.001,0.221,,,,,,,,,,,,
35.732,23.2,2,0.137,35.609,40.48,4.001,0.253,35.535,49.7,6.001,0.221,,,,,,,,,,,,
36.093,23.2,2,0.137,35.96,40.45,4,0.253,35.884,49.66,6.001,0.221,,,,,,,,,,,,
36.475,23.17,2,0.137,36.309,40.42,4.001,0.252,36.233,49.62,6.001,0.22,,,,,,,,,,,,
36.833,23.17,2,0.137,36.657,40.36,4.001,0.252,36.583,49.57,6.001,0.22,,,,,,,,,,,,
37.21,23.15,2,0.137,37.006,40.37,4.001,0.252,36.958,49.53,6.001,0.22,,,,,,,,,,,,
37.558,23.14,2,0.137,37.383,40.3,4.001,0.252,37.307,49.47,6.001,0.22,,,,,,,,,,,,
37.908,23.13,2,0.136,37.731,40.31,4.001,0.252,37.657,49.45,6.001,0.22,,,,,,,,,,,,
38.258,23.13,2,0.136,38.081,40.27,4.001,0.252,38.004,49.41,6.001,0.22,,,,,,,,,,,,
38.606,23.11,2,0.136,38.43,40.24,4.001,0.252,38.355,49.35,6.001,0.219,,,,,,,,,,,,
38.982,23.1,2,0.136,38.779,40.21,4,0.252,38.704,49.29,6.001,0.219,,,,,,,,,,,,
39.33,23.09,2,0.136,39.155,40.19,4.001,0.252,39.081,49.24,6.001,0.219,,,,,,,,,,,,
39.68,23.07,2,0.136,39.505,40.16,4.001,0.251,39.428,49.2,6.001,0.218,,,,,,,,,,,,
40.029,23.06,2,0.137,39.854,40.13,4.001,0.251,39.779,49.14,6.001,0.219,,,,,,,,,,,,
40.378,23.06,2,0.136,40.204,40.11,4.001,0.251,40.127,49.08,6.001,0.218,,,,,,,,,,,,
40.753,23.05,2,0.136,40.552,40.08,4.001,0.251,40.478,49.01,6.001,0.218,,,,,,,,,,,,
41.103,23.05,2,0.136,40.927,40.03,4,0.251,40.853,48.96,6.001,0.217,,,,,,,,,,,,
41.452,23.03,2,0.136,41.278,40.02,4,0.251,41.203,48.9,6.001,0.217,,,,,,,,,,,,
41.801,23.02,2,0.136,41.625,39.99,4.001,0.25,41.554,48.81,6.001,0.216,,,,,,,,,,,,
42.151,23.01,2,0.136,41.975,39.97,4.001,0.25,41.902,48.75,6.001,0.216,,,,,,,,,,,,
42.526,23,2,0.136,42.324,39.95,4.001,0.25,42.253,48.67,6.001,0.216,,,,,,,,,,,,
42.875,23,2,0.136,42.7,39.92,4.001,0.25,42.601,48.6,6.001,0.216,,,,,,,,,,,,
43.225,23,2,0.136,43.049,39.87,4.001,0.249,42.976,48.54,6.001,0.216,,,,,,,,,,,,
43.574,22.99,2,0.136,43.417,39.83,4.001,0.249,43.324,48.49,6.001,0.215,,,,,,,,,,,,
43.923,22.99,2,0.136,43.803,39.81,4.001,0.249,43.675,48.44,6.001,0.215,,,,,,,,,,,,
44.272,22.99,2,0.136,44.152,39.77,4.001,0.249,44.023,48.39,6.001,0.215,,,,,,,,,,,,
44.648,22.98,2,0.136,44.501,39.76,4.001,0.249,44.4,48.35,6.001,0.215,,,,,,,,,,,,
44.996,22.99,2,0.136,44.851,39.72,4.001,0.249,44.748,48.3,6.001,0.214,,,,,,,,,,,,
45.347,22.99,2,0.136,45.201,39.69,4.001,0.249,45.097,48.24,6.001,0.214,,,,,,,,,,,,
45.696,22.98,2,0.136,45.549,39.67,4.001,0.248,45.446,48.2,6.001,0.214,,,,,,,,,,,,
46.046,22.98,2,0.136,45.925,39.64,4.001,0.248,45.796,48.16,6.001,0.214,,,,,,,,,,,,
46.421,22.97,2,0.135,46.273,39.61,4.001,0.248,46.145,48.12,6.001,0.214,,,,,,,,,,,,
46.771,22.97,2,0.136,46.623,39.64,4.001,0.248,46.521,48.08,6.001,0.213,,,,,,,,,,,,
47.12,22.96,2,0.135,46.971,39.62,4.001,0.248,46.87,48.02,6.001,0.213,,,,,,,,,,,,
47.468,22.95,2,0.136,47.321,39.58,4.001,0.248,47.22,47.98,6.001,0.213,,,,,,,,,,,,
47.818,22.95,2,0.135,47.67,39.51,4.001,0.248,47.568,47.93,6.001,0.213,,,,,,,,,,,,
48.193,22.95,2,0.135,48.045,39.46,4.001,0.247,47.918,47.89,6.001,0.213,,,,,,,,,,,,
48.543,22.94,2,0.135,48.395,39.4,4.001,0.247,48.267,47.84,6.001,0.213,,,,,,,,,,,,
48.891,22.94,2,0.136,48.744,39.33,4.001,0.247,48.643,47.8,6.001,0.212,,,,,,,,,,,,
49.241,22.93,2,0.135,49.094,39.33,4.001,0.246,48.992,47.74,6.001,0.213,,,,,,,,,,,,
49.591,22.93,2,0.136,49.469,39.33,4.001,0.246,49.342,47.69,6.001,0.212,,,,,,,,,,,,
49.966,22.93,2,0.136,49.818,39.29,4.001,0.246,49.69,47.64,6.001,0.212,,,,,,,,,,,,
50.315,22.93,2,0.136,50.17,39.27,4.001,0.246,50.04,47.6,6.001,0.212,,,,,,,,,,,,
50.665,22.93,2,0.136,50.516,39.24,4.001,0.246,50.416,47.54,6.001,0.212,,,,,,,,,,,,
51.013,22.92,2,0.135,50.866,39.24,4.001,0.246,50.765,47.54,6.001,0.212,,,,,,,,,,,,
51.389,22.92,2,0.135,51.215,39.21,4.001,0.246,51.114,47.51,6.001,0.211,,,,,,,,,,,,
51.739,22.92,2,0.135,51.591,39.18,4.001,0.245,51.464,47.46,6.001,0.211,,,,,,,,,,,,
52.088,22.91,2,0.135,51.939,39.15,4.001,0.245,51.812,47.42,6.001,0.211,,,,,,,,,,,,
52.436,22.9,2,0.135,52.29,39.11,4.001,0.245,52.162,47.36,6.001,0.211,,,,,,,,,,,,
52.785,22.9,2,0.135,52.638,39.09,4.001,0.245,52.539,47.29,6.001,0.21,,,,,,,,,,,,
53.134,22.89,2,0.135,52.987,39.06,4.001,0.245,52.886,47.23,6.001,0.21,,,,,,,,,,,,
53.511,22.89,2,0.135,53.365,39.04,4.001,0.245,53.237,47.18,6.001,0.21,,,,,,,,,,,,
53.859,22.88,2,0.135,53.714,39.02,4.001,0.244,53.585,47.13,6.001,0.21,,,,,,,,,,,,
54.21,22.88,2,0.135,54.062,38.99,4.001,0.244,53.96,47.1,6.001,0.21,,,,,,,,,,,,
54.558,22.88,2,0.135,54.411,38.97,4.001,0.244,54.31,47.06,6.001,0.209,,,,,,,,,,,,
54.909,22.88,2,0.135,54.76,38.97,4.001,0.244,54.658,46.98,6.001,0.209,,,,,,,,,,,,
55.284,22.87,2,0.135,55.11,38.95,4.001,0.244,55.008,46.95,6.001,0.209,,,,,,,,,,,,
55.633,22.86,2,0.135,55.485,38.92,4.001,0.244,55.358,46.91,6.001,0.209,,,,,,,,,,,,
55.983,22.85,2,0.135,55.834,38.9,4.001,0.244,55.706,46.87,6.001,0.208,,,,,,,,,,,,
56.332,22.85,2,0.135,56.184,38.88,4.001,0.243,56.082,46.83,6.001,0.209,,,,,,,,,,,,
56.681,22.85,2,0.135,56.531,38.88,4.001,0.243,56.431,46.79,6.001,0.208,,,,,,,,,,,,
57.029,22.86,2,0.135,56.908,38.83,4.001,0.244,56.781,46.77,6.001,0.208,,,,,,,,,,,,
57.406,22.85,2,0.135,57.257,38.91,4.001,0.243,57.13,46.75,6.001,0.208,,,,,,,,,,,,
57.753,22.84,2,0.135,57.605,38.88,4.001,0.243,57.479,46.71,6.001,0.208,,,,,,,,,,,,
58.103,22.84,2,0.135,57.956,38.85,4.001,0.243,57.828,46.68,6.001,0.208,,,,,,,,,,,,
58.452,22.84,2,0.135,58.304,38.84,4.001,0.243,58.205,46.65,6.001,0.207,,,,,,,,,,,,
58.827,22.84,2,0.135,58.681,38.82,4.001,0.243,58.553,46.64,6.001,0.208,,,,,,,,,,,,
59.178,22.83,2,0.135,59.03,38.8,4.001,0.242,58.905,46.62,6.001,0.207,,,,,,,,,,,,
59.526,22.82,2,0.135,59.379,38.78,4.001,0.243,59.252,46.51,6.001,0.206,,,,,,,,,,,,
59.876,22.82,2,0.135,59.728,38.76,4.001,0.242,59.603,46.48,6.001,0.206,,,,,,,,,,,,
60.224,22.81,2,0.135,60.077,38.74,4.001,0.242,59.979,46.43,6.001,0.206,,,,,,,,,,,,
60.573,22.8,2,0.135,60.454,38.73,4.001,0.242,60.327,46.36,6.001,0.206,,,,,,,,,,,,
60.95,22.8,2,0.135,60.801,38.7,4.001,0.242,60.678,46.3,6.001,0.205,,,,,,,,,,,,
61.299,22.79,2,0.135,61.151,38.68,4.001,0.242,61.026,46.24,6.001,0.205,,,,,,,,,,,,
61.647,22.79,2,0.135,61.5,38.65,4.001,0.242,61.375,46.17,6.001,0.205,,,,,,,,,,,,
62.001,22.79,2,0.135,61.852,38.63,4.001,0.242,61.724,46.12,6.001,0.205,,,,,,,,,,,,
62.4,22.79,2,0.135,62.204,38.61,4.001,0.242,62.106,46.07,6.001,0.204,,,,,,,,,,,,
62.749,22.79,2,0.135,62.576,38.58,4.001,0.241,62.503,46.01,6.001,0.204,,,,,,,,,,,,
63.097,22.79,2,0.134,62.923,38.55,4.001,0.241,62.868,45.95,6.001,0.204,,,,,,,,,,,,
63.447,22.78,2,0.134,63.273,38.54,4.001,0.241,63.228,45.91,6.001,0.204,,,,,,,,,,,,
63.795,22.78,2,0.135,63.623,38.52,4.001,0.241,63.577,45.86,6.001,0.203,,,,,,,,,,,,
64.172,22.77,2,0.134,63.972,38.47,4.001,0.241,63.927,45.82,6.001,0.203,,,,,,,,,,,,
64.521,22.75,2,0.134,64.348,38.44,4.001,0.24,64.301,45.78,6.001,0.203,,,,,,,,,,,,
64.87,22.77,2,0.134,64.695,38.41,4.001,0.24,64.651,45.76,6.001,0.203,,,,,,,,,,,,
65.219,22.77,2,0.135,65.046,38.37,4.001,0.24,64.999,45.73,6.001,0.203,,,,,,,,,,,,
65.58,22.77,2,0.135,65.394,38.34,4.001,0.24,65.35,45.67,6.001,0.202,,,,,,,,,,,,
65.962,22.77,2,0.135,65.744,38.33,4.001,0.24,65.697,45.62,6.001,0.202,,,,,,,,,,,,
66.32,22.76,2,0.135,66.119,38.3,4.001,0.239,66.074,45.55,6.001,0.202,,,,,,,,,,,,
66.697,22.75,2,0.135,66.467,38.27,4.001,0.239,66.423,45.51,6.001,0.202,,,,,,,,,,,,
67.046,22.76,2,0.134,66.816,38.24,4.001,0.24,66.772,45.48,6.001,0.202,,,,,,,,,,,,
67.395,22.75,2,0.134,67.167,38.22,4.001,0.239,67.121,45.45,6.001,0.201,,,,,,,,,,,,
67.745,22.75,2,0.134,67.516,38.2,4.001,0.239,67.47,45.43,6.001,0.201,,,,,,,,,,,,
68.094,22.74,2,0.134,67.891,38.17,4.001,0.239,67.847,45.4,6.001,0.201,,,,,,,,,,,,
68.469,22.74,2,0.135,68.241,38.15,4.001,0.239,68.196,45.37,6.001,0.201,,,,,,,,,,,,
68.819,22.74,2,0.135,68.59,38.12,4.001,0.238,68.544,45.35,6.001,0.201,,,,,,,,,,,,
69.167,22.74,2,0.134,68.939,38.09,4.001,0.238,68.893,45.32,6.001,0.201,,,,,,,,,,,,
69.517,22.74,2,0.134,69.287,38.06,4.001,0.238,69.242,45.29,6.001,0.201,,,,,,,,,,,,
69.865,22.74,2,0.134,69.637,38.04,4.001,0.238,69.621,45.25,6.001,0.2,,,,,,,,,,,,
70.242,22.74,2,0.134,70.015,38.01,4.001,0.238,69.967,45.21,6.001,0.2,,,,,,,,,,,,
70.59,22.74,2,0.134,70.362,38,4.001,0.238,70.318,45.2,6.001,0.2,,,,,,,,,,,,
70.94,22.73,2,0.134,70.713,37.97,4.001,0.238,70.666,45.19,6.001,0.2,,,,,,,,,,,,
71.289,22.73,2,0.134,71.061,37.94,4.001,0.238,71.017,45.17,6.001,0.2,,,,,,,,,,,,
71.638,22.73,2,0.134,71.411,37.92,4.001,0.237,71.365,45.15,6.001,0.2,,,,,,,,,,,,
72.013,22.73,2,0.134,71.786,37.89,4.001,0.237,71.741,45.13,6.001,0.2,,,,,,,,,,,,
72.363,22.73,2,0.134,72.136,37.87,4.001,0.238,72.091,45.12,6.001,0.2,,,,,,,,,,,,
72.712,22.73,2,0.134,72.485,37.85,4.001,0.237,72.439,45.11,6.001,0.199,,,,,,,,,,,,
73.061,22.73,2,0.134,72.834,37.83,4.001,0.237,72.788,45.1,6.001,0.199,,,,,,,,,,,,
73.409,22.73,2,0.134,73.182,37.81,4.001,0.237,73.138,45.07,6.001,0.199,,,,,,,,,,,,
73.787,22.73,2,0.134,73.532,37.79,4.001,0.237,73.513,45.05,6.001,0.199,,,,,,,,,,,,
